chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,1,第3章 贝叶斯定理与概率思维,yes,high,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 第3章 贝叶斯定理与概率思维,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,第3章 贝叶斯定理与概率思维的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：贝叶斯；先验；后验；似然；Bayes；概率。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,2,目录,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,3,本章学习目标,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,4,为什么材料科学需要概率思维？,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；贝叶斯定理 概率推断,microstructure; SEM; EBSD; Bayes theorem probability inference diagram,材料显微组织识别 图像 为什么材料科学需要概率思维？,materials microstructure recognition microscopy image Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,为什么材料科学需要概率思维？的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,5,本章知识地图,yes,high,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 本章知识地图,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,本章知识地图的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：贝叶斯；后验；概率；条件概率。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,6,先给出一个直观例子,yes,high,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 先给出一个直观例子,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,先给出一个直观例子的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：贝叶斯；概率。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,7,本章的基本符号,yes,high,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 本章的基本符号,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,本章的基本符号的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：先验；后验；似然；概率；条件概率。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,8,3.1 条件概率、全概率公式与贝叶斯定理,yes,high,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 3.1 条件概率、全概率公式与贝叶斯定理,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,3.1 条件概率、全概率公式与贝叶斯定理的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：贝叶斯；概率；条件概率。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,9,3.1.1 从随机试验到样本空间,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；贝叶斯定理 概率推断,microstructure; SEM; EBSD; Bayes theorem probability inference diagram,材料显微组织识别 图像 3.1.1 从随机试验到样本空间,materials microstructure recognition microscopy image Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,3.1.1 从随机试验到样本空间的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：晶粒。
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,10,概率的三个基本性质,yes,medium,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；贝叶斯定理 概率推断,Bayes; Bayes theorem probability inference diagram,贝叶斯定理 先验 后验 概率图示 概率的三个基本性质,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,概率的三个基本性质的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：概率。
