chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,1,第9章 大数据平台、材料数据库与高通量材料设计,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；材料数据库 高通量材料设计,CALPHAD; Materials Project; phase-field; phase diagram; DFT; materials database high-throughput materials design workflow,材料信息学 CALPHAD 相图 高通量材料设计 第9章 大数据平台、材料数据库与高通量材料设计,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,第9章 大数据平台、材料数据库与高通量材料设计的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：高通量；材料数据库；材料基因。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,2,目录,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,3,本章学习目标,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,4,本章知识地图,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；材料数据库 高通量材料设计,CALPHAD; Materials Project; phase-field; phase diagram; DFT; materials database high-throughput materials design workflow,材料信息学 CALPHAD 相图 高通量材料设计 本章知识地图,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,本章知识地图的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：高通量；材料数据库。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,5,为什么材料科学需要大数据平台？,yes,low,概念示意,schematic,为什么材料科学需要大数据平台？；材料数据库 高通量材料设计,materials database high-throughput materials design workflow; concept diagram,材料数据库 高通量材料设计 为什么材料科学需要大数据平台？ 教学示意图,materials database high-throughput materials design workflow 为什么材料科学需要大数据平台？ concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,为什么材料科学需要大数据平台？的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,6,本章与前后章节的衔接,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；材料数据库 高通量材料设计,CALPHAD; Materials Project; phase-field; phase diagram; DFT; materials database high-throughput materials design workflow,材料信息学 CALPHAD 相图 高通量材料设计 本章与前后章节的衔接,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,本章与前后章节的衔接的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：高通量；材料数据库。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,7,9.1 大数据采集、存储与处理流程,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；材料数据库 高通量材料设计,Pandas; NumPy; CSV; materials database high-throughput materials design workflow,Python Pandas 数据预处理 数据清洗 流程图 9.1 大数据采集、存储与处理流程,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,9.1 大数据采集、存储与处理流程的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：数据采集；数据流。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,8,9.1.1 什么是材料大数据,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；材料数据库 高通量材料设计,CALPHAD; Materials Project; phase-field; phase diagram; DFT; materials database high-throughput materials design workflow,材料信息学 CALPHAD 相图 高通量材料设计 9.1.1 什么是材料大数据,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,9.1.1 什么是材料大数据的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：相场；CALPHAD；分子动力学；有限元；DFT。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,9,9.1.2 大数据 4V 特征在材料中的表现,yes,medium,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；材料数据库 高通量材料设计,CALPHAD; Materials Project; phase-field; phase diagram; DFT; materials database high-throughput materials design workflow,材料信息学 CALPHAD 相图 高通量材料设计 9.1.2 大数据 4V 特征在材料中的表现,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,9.1.2 大数据 4V 特征在材料中的表现的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：高通量。
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,10,9.1.3 材料数据生命周期,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；材料数据库 高通量材料设计,RAG; GraphRAG; materials database high-throughput materials design workflow,检索增强生成 RAG 向量数据库 知识图谱 流程图 9.1.3 材料数据生命周期,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,9.1.3 材料数据生命周期的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识库。
