chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,1,第10章 可信AI、数据安全与综合应用,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s036_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch01/text1_loose/ch01_s036_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch01_s036_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,100364,,,25a2f4b5f1c4ffc0207d7f2e4e97f84d106c6b8107fbaf873ee9ff895d1b9f83,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E7%AC%AC10%E7%AB%A0+%E5%8F%AF%E4%BF%A1AI%E3%80%81%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8%E4%B8%8E%E7%BB%BC%E5%90%88%E5%BA%94%E7%94%A8,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E7%AC%AC10%E7%AB%A0+%E5%8F%AF%E4%BF%A1AI%E3%80%81%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8%E4%B8%8E%E7%BB%BC%E5%90%88%E5%BA%94%E7%94%A8&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 第10章 可信AI、数据安全与综合应用,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,第10章 可信AI、数据安全与综合应用的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s036_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,4,本章知识地图,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,103686,,,47b48fc8210ee90118a79f8d2ca10312fbe9abf4dcf248207c5dd990e16b2af1,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 本章知识地图,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,本章知识地图的教学示意图,右侧 40% 宽度,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,5,为什么最后要讲可信AI？,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%80%E5%90%8E%E8%A6%81%E8%AE%B2%E5%8F%AF%E4%BF%A1AI%EF%BC%9F,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9C%80%E5%90%8E%E8%A6%81%E8%AE%B2%E5%8F%AF%E4%BF%A1AI%EF%BC%9F&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow 为什么最后要讲可信AI？,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow,概念示意,algorithm_diagram,为什么最后要讲可信AI？的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,6,从性能指标到可信指标,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,103686,,,47b48fc8210ee90118a79f8d2ca10312fbe9abf4dcf248207c5dd990e16b2af1,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%BB%8E%E6%80%A7%E8%83%BD%E6%8C%87%E6%A0%87%E5%88%B0%E5%8F%AF%E4%BF%A1%E6%8C%87%E6%A0%87,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%BB%8E%E6%80%A7%E8%83%BD%E6%8C%87%E6%A0%87%E5%88%B0%E5%8F%AF%E4%BF%A1%E6%8C%87%E6%A0%87&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 从性能指标到可信指标,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,从性能指标到可信指标的教学示意图,右侧 40% 宽度,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,7,本章案例贯穿对象,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s023_r1_machine-learning-workflow-feature-engineerin.jpg,assets/downloaded/ch01/text1_loose/ch01_s023_r1_machine-learning-workflow-feature-engineerin.jpg,ch01_s023_r1_machine-learning-workflow-feature-engineerin.jpg,.jpg,70871,,,3b5c20a1df33cf44172c5ee07bac114e322b7f259532c3668f3a04a599772118,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9C%AC%E7%AB%A0%E6%A1%88%E4%BE%8B%E8%B4%AF%E7%A9%BF%E5%AF%B9%E8%B1%A1,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9C%AC%E7%AB%A0%E6%A1%88%E4%BE%8B%E8%B4%AF%E7%A9%BF%E5%AF%B9%E8%B1%A1&w=1600&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow 本章案例贯穿对象,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow,算法流程,flowchart,本章案例贯穿对象的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s023_r1_machine-learning-workflow-feature-engineerin.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,8,10.1 AI伦理、算法偏差与模型公平性,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,103686,,,47b48fc8210ee90118a79f8d2ca10312fbe9abf4dcf248207c5dd990e16b2af1,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1+AI%E4%BC%A6%E7%90%86%E3%80%81%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E4%B8%8E%E6%A8%A1%E5%9E%8B%E5%85%AC%E5%B9%B3%E6%80%A7,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1+AI%E4%BC%A6%E7%90%86%E3%80%81%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E4%B8%8E%E6%A8%A1%E5%9E%8B%E5%85%AC%E5%B9%B3%E6%80%A7&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 10.1 AI伦理、算法偏差与模型公平性,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,10.1 AI伦理、算法偏差与模型公平性的教学示意图,右侧 40% 宽度,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,9,10.1.1 AI伦理的基本问题,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,103686,,,47b48fc8210ee90118a79f8d2ca10312fbe9abf4dcf248207c5dd990e16b2af1,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1.1+AI%E4%BC%A6%E7%90%86%E7%9A%84%E5%9F%BA%E6%9C%AC%E9%97%AE%E9%A2%98,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1.1+AI%E4%BC%A6%E7%90%86%E7%9A%84%E5%9F%BA%E6%9C%AC%E9%97%AE%E9%A2%98&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 10.1.1 AI伦理的基本问题,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,10.1.1 AI伦理的基本问题的教学示意图,右侧 40% 宽度,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,10,材料科学中的AI伦理并非遥远问题,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E4%B8%AD%E7%9A%84AI%E4%BC%A6%E7%90%86%E5%B9%B6%E9%9D%9E%E9%81%A5%E8%BF%9C%E9%97%AE%E9%A2%98,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E4%B8%AD%E7%9A%84AI%E4%BC%A6%E7%90%86%E5%B9%B6%E9%9D%9E%E9%81%A5%E8%BF%9C%E9%97%AE%E9%A2%98&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design trustworthy AI data security privacy fairness explainability workflow 材料科学中的AI伦理并非遥远问题,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design trustworthy AI data security privacy fairness explainability workflow,模拟结果,simulation,材料科学中的AI伦理并非遥远问题的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,11,可信AI的典型属性,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,.jpg,103686,,,47b48fc8210ee90118a79f8d2ca10312fbe9abf4dcf248207c5dd990e16b2af1,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E5%8F%AF%E4%BF%A1AI%E7%9A%84%E5%85%B8%E5%9E%8B%E5%B1%9E%E6%80%A7,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E5%8F%AF%E4%BF%A1AI%E7%9A%84%E5%85%B8%E5%9E%8B%E5%B1%9E%E6%80%A7&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow 可信AI的典型属性,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow,安全合规案例,schematic,可信AI的典型属性的教学示意图,右侧 40% 宽度,assets/downloaded/ch05/text1_loose/ch05_s032_r1_trustworthy-ai-framework-data-privacy-fairne.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,12,10.1.2 算法偏差的定义,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_loose\ch10_s012_r1_trustworthy-ai-data-security-privacy-fairnes.jpg,assets/downloaded/ch10/text1_loose/ch10_s012_r1_trustworthy-ai-data-security-privacy-fairnes.jpg,ch10_s012_r1_trustworthy-ai-data-security-privacy-fairnes.jpg,.jpg,68473,1598,900,2731d0b323a999411d2c9fb21d0b7027e98eace1d38e8583e414f7f40d045881,https://www.bing.com/images/search?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1.2+%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E7%9A%84%E5%AE%9A%E4%B9%89+concept+diagram+open+educational+resource+10.1.2+%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E7%9A%84%E5%AE%9A%E4%B9%89,https://tse1.mm.bing.net/th?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+10.1.2+%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E7%9A%84%E5%AE%9A%E4%B9%89+concept+diagram+open+educational+resource+10.1.2+%E7%AE%97%E6%B3%95%E5%81%8F%E5%B7%AE%E7%9A%84%E5%AE%9A%E4%B9%89&w=1600&h=900&c=7&rs=1&p=0,trustworthy AI data security privacy fairness explainability workflow 10.1.2 算法偏差的定义 concept diagram open educational resource 10.1.2 算法偏差的定义,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,trustworthy AI data security privacy fairness explainability workflow 10.1.2 算法偏差的定义 concept diagram open educational resource,概念示意,schematic,10.1.2 算法偏差的定义的教学示意图,右侧 35% 宽度,,loose mode; source and copyright not verified; opened successfully
