chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,1,第6章 生成式AI、大语言模型与提示工程,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E7%AC%AC6%E7%AB%A0+%E7%94%9F%E6%88%90%E5%BC%8FAI%E3%80%81%E5%A4%A7%E8%AF%AD%E8%A8%80%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%8F%90%E7%A4%BA%E5%B7%A5%E7%A8%8B,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E7%AC%AC6%E7%AB%A0+%E7%94%9F%E6%88%90%E5%BC%8FAI%E3%80%81%E5%A4%A7%E8%AF%AD%E8%A8%80%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%8F%90%E7%A4%BA%E5%B7%A5%E7%A8%8B&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 第6章 生成式AI、大语言模型与提示工程,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,第6章 生成式AI、大语言模型与提示工程的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,4,本章知识梯度,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E6%A2%AF%E5%BA%A6,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E6%A2%AF%E5%BA%A6&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 本章知识梯度,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,本章知识梯度的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,5,从“分析式 AI”到“生成式 AI”,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E4%BB%8E%E2%80%9C%E5%88%86%E6%9E%90%E5%BC%8F+AI%E2%80%9D%E5%88%B0%E2%80%9C%E7%94%9F%E6%88%90%E5%BC%8F+AI%E2%80%9D,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E4%BB%8E%E2%80%9C%E5%88%86%E6%9E%90%E5%BC%8F+AI%E2%80%9D%E5%88%B0%E2%80%9C%E7%94%9F%E6%88%90%E5%BC%8F+AI%E2%80%9D&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 从“分析式 AI”到“生成式 AI”,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,从“分析式 AI”到“生成式 AI”的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,6,本章的教学逻辑,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E7%9A%84%E6%95%99%E5%AD%A6%E9%80%BB%E8%BE%91,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E7%9A%84%E6%95%99%E5%AD%A6%E9%80%BB%E8%BE%91&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 本章的教学逻辑,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,本章的教学逻辑的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,7,第6章内容安排总览,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E7%AC%AC6%E7%AB%A0%E5%86%85%E5%AE%B9%E5%AE%89%E6%8E%92%E6%80%BB%E8%A7%88,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E7%AC%AC6%E7%AB%A0%E5%86%85%E5%AE%B9%E5%AE%89%E6%8E%92%E6%80%BB%E8%A7%88&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 第6章内容安排总览,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,第6章内容安排总览的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,8,关键术语预告,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E5%85%B3%E9%94%AE%E6%9C%AF%E8%AF%AD%E9%A2%84%E5%91%8A,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E5%85%B3%E9%94%AE%E6%9C%AF%E8%AF%AD%E9%A2%84%E5%91%8A&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 关键术语预告,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,关键术语预告的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,9,本章与前后章节的关系,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch06\text1_loose\ch06_s009_r1_neural-network-architecture-transformer-atte.jpg,assets/downloaded/ch06/text1_loose/ch06_s009_r1_neural-network-architecture-transformer-atte.jpg,ch06_s009_r1_neural-network-architecture-transformer-atte.jpg,.jpg,120412,1600,899,2a87e26f60fdaf747afa61537fd1fbc61d93455bff50e5f9950b7eb4b6726435,https://www.bing.com/images/search?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%8E%E5%89%8D%E5%90%8E%E7%AB%A0%E8%8A%82%E7%9A%84%E5%85%B3%E7%B3%BB,https://tse1.mm.bing.net/th?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%8E%E5%89%8D%E5%90%8E%E7%AB%A0%E8%8A%82%E7%9A%84%E5%85%B3%E7%B3%BB&w=1600&h=900&c=7&rs=1&p=0,neural network architecture Transformer attention mechanism CNN diagram large language model Transformer attention mechanism prompt engineering workflow 本章与前后章节的关系,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,neural network architecture Transformer attention mechanism CNN diagram large language model Transformer attention mechanism prompt engineering workflow,算法流程,algorithm_diagram,本章与前后章节的关系的教学示意图,底部横向流程图,,loose mode; source and copyright not verified; opened successfully
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,10,6.1 生成式AI概述：VAE、GAN、扩散模型,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+6.1+%E7%94%9F%E6%88%90%E5%BC%8FAI%E6%A6%82%E8%BF%B0%EF%BC%9AVAE%E3%80%81GAN%E3%80%81%E6%89%A9%E6%95%A3%E6%A8%A1%E5%9E%8B,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+6.1+%E7%94%9F%E6%88%90%E5%BC%8FAI%E6%A6%82%E8%BF%B0%EF%BC%9AVAE%E3%80%81GAN%E3%80%81%E6%89%A9%E6%95%A3%E6%A8%A1%E5%9E%8B&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 6.1 生成式AI概述：VAE、GAN、扩散模型,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,6.1 生成式AI概述：VAE、GAN、扩散模型的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,11,6.1 的学习任务,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+6.1+%E7%9A%84%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+6.1+%E7%9A%84%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 6.1 的学习任务,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,6.1 的学习任务的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,12,判别式模型与生成式模型,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E5%88%A4%E5%88%AB%E5%BC%8F%E6%A8%A1%E5%9E%8B%E4%B8%8E%E7%94%9F%E6%88%90%E5%BC%8F%E6%A8%A1%E5%9E%8B,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+%E5%88%A4%E5%88%AB%E5%BC%8F%E6%A8%A1%E5%9E%8B%E4%B8%8E%E7%94%9F%E6%88%90%E5%BC%8F%E6%A8%A1%E5%9E%8B&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow 判别式模型与生成式模型,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow,概念示意,algorithm_diagram,判别式模型与生成式模型的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
