chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,1,第8章 AI代理、主动学习与贝叶斯优化,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch08\text1_loose\ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch08/text1_loose/ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,82870,1598,900,e63f328bf823c932eceed3777b1e9efe8cba846d8a7371ebabb6aa0cddc384c2,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+%E7%AC%AC8%E7%AB%A0+AI%E4%BB%A3%E7%90%86%E3%80%81%E4%B8%BB%E5%8A%A8%E5%AD%A6%E4%B9%A0%E4%B8%8E%E8%B4%9D%E5%8F%B6%E6%96%AF%E4%BC%98%E5%8C%96,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+%E7%AC%AC8%E7%AB%A0+AI%E4%BB%A3%E7%90%86%E3%80%81%E4%B8%BB%E5%8A%A8%E5%AD%A6%E4%B9%A0%E4%B8%8E%E8%B4%9D%E5%8F%B6%E6%96%AF%E4%BC%98%E5%8C%96&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 第8章 AI代理、主动学习与贝叶斯优化,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,第8章 AI代理、主动学习与贝叶斯优化的教学示意图,底部横向流程图,,loose mode; source and copyright not verified; opened successfully
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,4,本章知识地图,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch01/text1_loose/ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,94781,,,496440afd09c4e57a4b07c36d688eaffec79bd7197e2b5b373a10bf20fd9e2d9,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 本章知识地图,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,本章知识地图的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,5,为什么第8章放在这里？,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s015_r1_bayes-theorem-diagram-probability-prior-post.jpg,assets/downloaded/ch01/text1_loose/ch01_s015_r1_bayes-theorem-diagram-probability-prior-post.jpg,ch01_s015_r1_bayes-theorem-diagram-probability-prior-post.jpg,.jpg,69767,,,059585fe1782810380923e3127f3828ed477ea1db44329dbfde401c6ea3843d7,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+AI+agent+Bayesian+optimization+active+learning+loop+%E4%B8%BA%E4%BB%80%E4%B9%88%E7%AC%AC8%E7%AB%A0%E6%94%BE%E5%9C%A8%E8%BF%99%E9%87%8C%EF%BC%9F,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+AI+agent+Bayesian+optimization+active+learning+loop+%E4%B8%BA%E4%BB%80%E4%B9%88%E7%AC%AC8%E7%AB%A0%E6%94%BE%E5%9C%A8%E8%BF%99%E9%87%8C%EF%BC%9F&w=1600&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood AI agent Bayesian optimization active learning loop 为什么第8章放在这里？,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood AI agent Bayesian optimization active learning loop,算法流程,algorithm_diagram,为什么第8章放在这里？的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s015_r1_bayes-theorem-diagram-probability-prior-post.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,7,8.1 AI代理概念：从模型到行动系统,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch08\text1_loose\ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch08/text1_loose/ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,82870,,,e63f328bf823c932eceed3777b1e9efe8cba846d8a7371ebabb6aa0cddc384c2,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1+AI%E4%BB%A3%E7%90%86%E6%A6%82%E5%BF%B5%EF%BC%9A%E4%BB%8E%E6%A8%A1%E5%9E%8B%E5%88%B0%E8%A1%8C%E5%8A%A8%E7%B3%BB%E7%BB%9F,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1+AI%E4%BB%A3%E7%90%86%E6%A6%82%E5%BF%B5%EF%BC%9A%E4%BB%8E%E6%A8%A1%E5%9E%8B%E5%88%B0%E8%A1%8C%E5%8A%A8%E7%B3%BB%E7%BB%9F&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 8.1 AI代理概念：从模型到行动系统,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,8.1 AI代理概念：从模型到行动系统的教学示意图,底部横向流程图,assets/downloaded/ch08/text1_loose/ch08_s001_r1_bayesian-optimization-active-learning-loop-a.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,8,8.1.1 什么是 AI 代理,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.1+%E4%BB%80%E4%B9%88%E6%98%AF+AI+%E4%BB%A3%E7%90%86,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.1+%E4%BB%80%E4%B9%88%E6%98%AF+AI+%E4%BB%A3%E7%90%86&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop 8.1.1 什么是 AI 代理,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop,概念示意,algorithm_diagram,8.1.1 什么是 AI 代理的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,9,8.1.2 代理与聊天机器人的区别,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s065_r1_large-language-model-transformer-attention-m.jpg,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,ch01_s065_r1_large-language-model-transformer-attention-m.jpg,.jpg,68047,,,ba5322deb0bd2f1b02031d108cb955d3c2f6931e7a629a14b07fda81caf84130,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.2+%E4%BB%A3%E7%90%86%E4%B8%8E%E8%81%8A%E5%A4%A9%E6%9C%BA%E5%99%A8%E4%BA%BA%E7%9A%84%E5%8C%BA%E5%88%AB,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.2+%E4%BB%A3%E7%90%86%E4%B8%8E%E8%81%8A%E5%A4%A9%E6%9C%BA%E5%99%A8%E4%BA%BA%E7%9A%84%E5%8C%BA%E5%88%AB&w=1600&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop 8.1.2 代理与聊天机器人的区别,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop,概念示意,algorithm_diagram,8.1.2 代理与聊天机器人的区别的教学示意图,右侧 40% 宽度,assets/downloaded/ch01/text1_loose/ch01_s065_r1_large-language-model-transformer-attention-m.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,10,8.1.3 代理的基本数学抽象,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_loose\ch03_s074_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch03/text1_loose/ch03_s074_r1_bayesian-optimization-active-learning-loop-a.jpg,ch03_s074_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,85715,,,4d3d2ccfcc76109435b4b994b9b397615c4125a1dce52cd4ef3afdcb18d1195a,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.3+%E4%BB%A3%E7%90%86%E7%9A%84%E5%9F%BA%E6%9C%AC%E6%95%B0%E5%AD%A6%E6%8A%BD%E8%B1%A1,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.3+%E4%BB%A3%E7%90%86%E7%9A%84%E5%9F%BA%E6%9C%AC%E6%95%B0%E5%AD%A6%E6%8A%BD%E8%B1%A1&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 8.1.3 代理的基本数学抽象,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,8.1.3 代理的基本数学抽象的教学示意图,底部横向流程图,assets/downloaded/ch03/text1_loose/ch03_s074_r1_bayesian-optimization-active-learning-loop-a.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,11,8.1.4 规划：把复杂目标拆成步骤,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch08\text1_loose\ch08_s011_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch08/text1_loose/ch08_s011_r1_bayesian-optimization-active-learning-loop-a.jpg,ch08_s011_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,70916,1598,900,59fa5960f9eb354655a7813a308b3097b8114cca3623a475622dfef6165d8fb0,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.4+%E8%A7%84%E5%88%92%EF%BC%9A%E6%8A%8A%E5%A4%8D%E6%9D%82%E7%9B%AE%E6%A0%87%E6%8B%86%E6%88%90%E6%AD%A5%E9%AA%A4,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.4+%E8%A7%84%E5%88%92%EF%BC%9A%E6%8A%8A%E5%A4%8D%E6%9D%82%E7%9B%AE%E6%A0%87%E6%8B%86%E6%88%90%E6%AD%A5%E9%AA%A4&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 8.1.4 规划：把复杂目标拆成步骤,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,8.1.4 规划：把复杂目标拆成步骤的教学示意图,底部横向流程图,,loose mode; source and copyright not verified; opened successfully
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,12,8.1.5 记忆：短期、长期与任务记忆,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,assets/downloaded/ch01/text1_loose/ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,.jpg,94781,,,496440afd09c4e57a4b07c36d688eaffec79bd7197e2b5b373a10bf20fd9e2d9,https://www.bing.com/images/search?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.5+%E8%AE%B0%E5%BF%86%EF%BC%9A%E7%9F%AD%E6%9C%9F%E3%80%81%E9%95%BF%E6%9C%9F%E4%B8%8E%E4%BB%BB%E5%8A%A1%E8%AE%B0%E5%BF%86,https://tse1.mm.bing.net/th?q=Bayesian+optimization+active+learning+loop+acquisition+function+AI+agent+workflow+AI+agent+Bayesian+optimization+active+learning+loop+8.1.5+%E8%AE%B0%E5%BF%86%EF%BC%9A%E7%9F%AD%E6%9C%9F%E3%80%81%E9%95%BF%E6%9C%9F%E4%B8%8E%E4%BB%BB%E5%8A%A1%E8%AE%B0%E5%BF%86&w=1600&h=900&c=7&rs=1&p=0,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop 8.1.5 记忆：短期、长期与任务记忆,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,算法流程,flowchart,8.1.5 记忆：短期、长期与任务记忆的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s021_r1_bayesian-optimization-active-learning-loop-a.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,13,8.1.6 工具调用：让代理连接外部世界,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch08\text1_loose\ch08_s013_r1_calphad-8-1-6-8-1-6.jpg,assets/downloaded/ch08/text1_loose/ch08_s013_r1_calphad-8-1-6-8-1-6.jpg,ch08_s013_r1_calphad-8-1-6-8-1-6.jpg,.jpg,92736,1592,900,607786dd1bbd8940979c401ee3006c283641f3922cacdd5c67c5f3862399ac2d,https://www.bing.com/images/search?q=%E6%9D%90%E6%96%99%E4%BF%A1%E6%81%AF%E5%AD%A6+CALPHAD+%E7%9B%B8%E5%9B%BE+%E9%AB%98%E9%80%9A%E9%87%8F%E6%9D%90%E6%96%99%E8%AE%BE%E8%AE%A1+8.1.6+%E5%B7%A5%E5%85%B7%E8%B0%83%E7%94%A8%EF%BC%9A%E8%AE%A9%E4%BB%A3%E7%90%86%E8%BF%9E%E6%8E%A5%E5%A4%96%E9%83%A8%E4%B8%96%E7%95%8C+8.1.6+%E5%B7%A5%E5%85%B7%E8%B0%83%E7%94%A8%EF%BC%9A%E8%AE%A9%E4%BB%A3%E7%90%86%E8%BF%9E%E6%8E%A5%E5%A4%96%E9%83%A8%E4%B8%96%E7%95%8C,https://tse1.mm.bing.net/th?q=%E6%9D%90%E6%96%99%E4%BF%A1%E6%81%AF%E5%AD%A6+CALPHAD+%E7%9B%B8%E5%9B%BE+%E9%AB%98%E9%80%9A%E9%87%8F%E6%9D%90%E6%96%99%E8%AE%BE%E8%AE%A1+8.1.6+%E5%B7%A5%E5%85%B7%E8%B0%83%E7%94%A8%EF%BC%9A%E8%AE%A9%E4%BB%A3%E7%90%86%E8%BF%9E%E6%8E%A5%E5%A4%96%E9%83%A8%E4%B8%96%E7%95%8C+8.1.6+%E5%B7%A5%E5%85%B7%E8%B0%83%E7%94%A8%EF%BC%9A%E8%AE%A9%E4%BB%A3%E7%90%86%E8%BF%9E%E6%8E%A5%E5%A4%96%E9%83%A8%E4%B8%96%E7%95%8C&w=1600&h=900&c=7&rs=1&p=0,材料信息学 CALPHAD 相图 高通量材料设计 8.1.6 工具调用：让代理连接外部世界 8.1.6 工具调用：让代理连接外部世界,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,材料信息学 CALPHAD 相图 高通量材料设计 8.1.6 工具调用：让代理连接外部世界,模拟结果,simulation,8.1.6 工具调用：让代理连接外部世界的教学示意图,右侧 40% 宽度,,loose mode; source and copyright not verified; opened successfully
