chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,1,第4章 机器学习与材料性能预测,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s001_r1_machine-learning-feature-engineering-model-t.jpg,assets/downloaded/ch04/text1_expanded/ch04_s001_r1_machine-learning-feature-engineering-model-t.jpg,ch04_s001_r1_machine-learning-feature-engineering-model-t.jpg,.jpg,62306,1400,899,592385c452295df033613a70f7ababa167eeb0e3b4f90eb5b91a66d28ac82442,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E4%B8%8E%E6%9D%90%E6%96%99%E6%80%A7%E8%83%BD%E9%A2%84%E6%B5%8B,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E4%B8%8E%E6%9D%90%E6%96%99%E6%80%A7%E8%83%BD%E9%A2%84%E6%B5%8B&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 机器学习与材料性能预测,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 机器学习与材料性能预测,算法流程,flowchart,第4章 机器学习与材料性能预测的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,4,本章为什么重要,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s004_r1_microstructure-recognition-microscopy-machin.jpg,assets/downloaded/ch04/text1_expanded/ch04_s004_r1_microstructure-recognition-microscopy-machin.jpg,ch04_s004_r1_microstructure-recognition-microscopy-machin.jpg,.jpg,102524,1399,900,ad395eb5861fa73aaf7f41dd51cd9434bdd62931d224a79ef0d54de67555e329,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+machine+learning+materials+property+prediction+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%BA%E4%BB%80%E4%B9%88%E9%87%8D%E8%A6%81,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+machine+learning+materials+property+prediction+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%BA%E4%BB%80%E4%B9%88%E9%87%8D%E8%A6%81&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image machine learning materials property prediction workflow 本章为什么重要,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image machine learning materials property prediction workflow 本章为什么重要,材料组织,microscopy,本章为什么重要的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,5,4.1 机器学习基本概念与建模流程 △,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s005_r1_machine-learning-property-prediction-illustr.jpg,assets/downloaded/ch04/text1_expanded/ch04_s005_r1_machine-learning-property-prediction-illustr.jpg,ch04_s005_r1_machine-learning-property-prediction-illustr.jpg,.jpg,72890,1200,799,fc6b0b59dcd0b647eabc88ac5bb1b0b4eb0177a48ba87355923dbb41ea1d7a85,https://www.bing.com/images/search?q=machine+learning+materials+property+prediction+workflow+4.1+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E5%9F%BA%E6%9C%AC%E6%A6%82%E5%BF%B5%E4%B8%8E%E5%BB%BA%E6%A8%A1%E6%B5%81%E7%A8%8B+%E2%96%B3+concept+diagram+open+educational+resource+4+1+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E5%9F%BA%E6%9C%AC%E6%A6%82%E5%BF%B5%E4%B8%8E%E5%BB%BA%E6%A8%A1%E6%B5%81%E7%A8%8B,https://tse1.mm.bing.net/th?q=machine+learning+materials+property+prediction+workflow+4.1+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E5%9F%BA%E6%9C%AC%E6%A6%82%E5%BF%B5%E4%B8%8E%E5%BB%BA%E6%A8%A1%E6%B5%81%E7%A8%8B+%E2%96%B3+concept+diagram+open+educational+resource+4+1+%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E5%9F%BA%E6%9C%AC%E6%A6%82%E5%BF%B5%E4%B8%8E%E5%BB%BA%E6%A8%A1%E6%B5%81%E7%A8%8B&w=1400&h=900&c=7&rs=1&p=0,machine learning materials property prediction workflow 4.1 机器学习基本概念与建模流程 △ concept diagram open educational resource 4 1 机器学习基本概念与建模流程,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning materials property prediction workflow 4.1 机器学习基本概念与建模流程 △ concept diagram open educational resource 4 1 机器学习基本概念与建模流程,概念示意,schematic,4.1 机器学习基本概念与建模流程 △的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,6,4.1.1 什么是机器学习,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s006_r1_machine-learning-property-prediction.jpg,assets/downloaded/ch04/text1_expanded/ch04_s006_r1_machine-learning-property-prediction.jpg,ch04_s006_r1_machine-learning-property-prediction.jpg,.jpg,75002,1399,900,c53c9136eb0f5fdd6d6fa525b63bb8d46ab5b6addf3bdaff4f1e6c1ea778447a,https://www.bing.com/images/search?q=machine+learning+materials+property+prediction+workflow+4.1.1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0+concept+diagram+open+educational+resource+4+1+1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0,https://tse1.mm.bing.net/th?q=machine+learning+materials+property+prediction+workflow+4.1.1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0+concept+diagram+open+educational+resource+4+1+1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0&w=1400&h=900&c=7&rs=1&p=0,machine learning materials property prediction workflow 4.1.1 什么是机器学习 concept diagram open educational resource 4 1 1 什么是机器学习,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning materials property prediction workflow 4.1.1 什么是机器学习 concept diagram open educational resource 4 1 1 什么是机器学习,概念示意,schematic,4.1.1 什么是机器学习的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,7,4.1.2 从函数映射理解机器学习,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s007_r1_machine-learning-property-prediction.jpg,assets/downloaded/ch04/text1_expanded/ch04_s007_r1_machine-learning-property-prediction.jpg,ch04_s007_r1_machine-learning-property-prediction.jpg,.jpg,87702,1400,899,236632b34def43293ea23da60656ee55ed36246103c33a23f74d967fcbdcc313,https://www.bing.com/images/search?q=machine+learning+materials+property+prediction+workflow+4.1.2+%E4%BB%8E%E5%87%BD%E6%95%B0%E6%98%A0%E5%B0%84%E7%90%86%E8%A7%A3%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0+concept+diagram+open+educational+resource+4+1+2+%E4%BB%8E%E5%87%BD%E6%95%B0%E6%98%A0%E5%B0%84%E7%90%86%E8%A7%A3%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0,https://tse1.mm.bing.net/th?q=machine+learning+materials+property+prediction+workflow+4.1.2+%E4%BB%8E%E5%87%BD%E6%95%B0%E6%98%A0%E5%B0%84%E7%90%86%E8%A7%A3%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0+concept+diagram+open+educational+resource+4+1+2+%E4%BB%8E%E5%87%BD%E6%95%B0%E6%98%A0%E5%B0%84%E7%90%86%E8%A7%A3%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0&w=1400&h=900&c=7&rs=1&p=0,machine learning materials property prediction workflow 4.1.2 从函数映射理解机器学习 concept diagram open educational resource 4 1 2 从函数映射理解机器学习,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning materials property prediction workflow 4.1.2 从函数映射理解机器学习 concept diagram open educational resource 4 1 2 从函数映射理解机器学习,概念示意,schematic,4.1.2 从函数映射理解机器学习的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,9,4.1.4 材料机器学习的输入与输出,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s009_r1_machine-learning-property-prediction-algorit.jpg,assets/downloaded/ch04/text1_expanded/ch04_s009_r1_machine-learning-property-prediction-algorit.jpg,ch04_s009_r1_machine-learning-property-prediction-algorit.jpg,.jpg,76755,1200,800,06c9bb363596a575766c5c495b179751d5ef70bbe83b337a678543e056887507,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+4+%E6%9D%90%E6%96%99%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E7%9A%84%E8%BE%93%E5%85%A5%E4%B8%8E%E8%BE%93%E5%87%BA,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+4+%E6%9D%90%E6%96%99%E6%9C%BA%E5%99%A8%E5%AD%A6%E4%B9%A0%E7%9A%84%E8%BE%93%E5%85%A5%E4%B8%8E%E8%BE%93%E5%87%BA&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 4 材料机器学习的输入与输出,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 4 材料机器学习的输入与输出,算法流程,flowchart,4.1.4 材料机器学习的输入与输出的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,10,4.1.5 三类基本学习任务,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s010_r1_svm-knn-machine-learning-property-prediction.jpg,assets/downloaded/ch04/text1_expanded/ch04_s010_r1_svm-knn-machine-learning-property-prediction.jpg,ch04_s010_r1_svm-knn-machine-learning-property-prediction.jpg,.jpg,38358,1000,699,820fb706665054c1b98e01eeff70698fce7f49287a3bb776af84952d6fddf692,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+5+%E4%B8%89%E7%B1%BB%E5%9F%BA%E6%9C%AC%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+5+%E4%B8%89%E7%B1%BB%E5%9F%BA%E6%9C%AC%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 5 三类基本学习任务,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 5 三类基本学习任务,算法流程,flowchart,4.1.5 三类基本学习任务的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,11,4.1.6 回归任务示例,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s011_r1_machine-learning-property-prediction-infogra.jpg,assets/downloaded/ch04/text1_expanded/ch04_s011_r1_machine-learning-property-prediction-infogra.jpg,ch04_s011_r1_machine-learning-property-prediction-infogra.jpg,.jpg,100275,1600,900,a543ad5f9581438f1840c8faa59b401a1992b968c7bbeeace9a5b647023037da,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+6+%E5%9B%9E%E5%BD%92%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+6+%E5%9B%9E%E5%BD%92%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 6 回归任务示例,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 6 回归任务示例,算法流程,flowchart,4.1.6 回归任务示例的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,12,4.1.7 分类任务示例,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s012_r1_svm-knn-machine-learning-property-prediction.jpg,assets/downloaded/ch04/text1_expanded/ch04_s012_r1_svm-knn-machine-learning-property-prediction.jpg,ch04_s012_r1_svm-knn-machine-learning-property-prediction.jpg,.jpg,85298,1598,900,0ba73bb6e9c16933793095dbe7b176d03ebb8325b20ef237050e89343de72918,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+7+%E5%88%86%E7%B1%BB%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+7+%E5%88%86%E7%B1%BB%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 7 分类任务示例,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 7 分类任务示例,算法流程,flowchart,4.1.7 分类任务示例的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,13,4.1.8 无监督任务示例,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s013_r1_flowchart.jpg,assets/downloaded/ch04/text1_expanded/ch04_s013_r1_flowchart.jpg,ch04_s013_r1_flowchart.jpg,.jpg,34786,1198,800,853296ee4b627ad621a452d37d0e813b0e226293b2d31f4bda1c19ecb20f9c4b,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+8+%E6%97%A0%E7%9B%91%E7%9D%A3%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+machine+learning+materials+property+prediction+workflow+4+1+8+%E6%97%A0%E7%9B%91%E7%9D%A3%E4%BB%BB%E5%8A%A1%E7%A4%BA%E4%BE%8B&w=1400&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 8 无监督任务示例,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow 4 1 8 无监督任务示例,算法流程,flowchart,4.1.8 无监督任务示例的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
