chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,1,第10章 可信AI、数据安全与综合应用,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 第10章 可信AI、数据安全与综合应用 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,第10章 可信AI、数据安全与综合应用的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,4,本章知识地图,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 本章知识地图 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,本章知识地图的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,5,为什么最后要讲可信AI？,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 为什么最后要讲可信AI？ | token LLM prompt trustworthy AI data security privacy fairness explainability workflow diagram,概念示意,algorithm_diagram,为什么最后要讲可信AI？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,6,从性能指标到可信指标,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 从性能指标到可信指标 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,从性能指标到可信指标的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,7,本章案例贯穿对象,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 本章案例贯穿对象 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,本章案例贯穿对象的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,8,10.1 AI伦理、算法偏差与模型公平性,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.1 AI伦理、算法偏差与模型公平性 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.1 AI伦理、算法偏差与模型公平性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,9,10.1.1 AI伦理的基本问题,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.1.1 AI伦理的基本问题 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.1.1 AI伦理的基本问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,10,材料科学中的AI伦理并非遥远问题,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design trustworthy AI data security privacy fairness explainability workflow | 材料信息学 CALPHAD 相图 高通量材料设计 材料科学中的AI伦理并非遥远问题 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,材料科学中的AI伦理并非遥远问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,11,可信AI的典型属性,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 可信AI的典型属性 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,可信AI的典型属性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,12,10.1.2 算法偏差的定义,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 10.1.2 算法偏差的定义 concept diagram open educational resource | 可信AI 数据安全 综合应用 10.1.2 算法偏差的定义 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,10.1.2 算法偏差的定义的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
