chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,1,第9章 大数据平台、材料数据库与高通量材料设计,yes,2,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s001_r1_database-high-throughput-discovery-simulatio.jpg,assets/downloaded/ch09/text1_expanded/ch09_s001_r1_database-high-throughput-discovery-simulatio.jpg,ch09_s001_r1_database-high-throughput-discovery-simulatio.jpg,.jpg,65631,1200,800,d5400a8ab0fce7b4ce6b6502d8848b9157dccaffb19e86df0c7da568e3faff5a,https://www.bing.com/images/search?q=materials+database+high+throughput+materials+discovery+simulation+result+figure,https://tse1.mm.bing.net/th?q=materials+database+high+throughput+materials+discovery+simulation+result+figure&w=1200&h=800&c=7&rs=1&p=0,materials database high throughput materials discovery simulation result figure,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high throughput materials discovery simulation result figure,模拟结果,simulation,第9章 大数据平台、材料数据库与高通量材料设计的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,4,本章知识地图,yes,3,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s004_r1_calphad-project-phase-field-phase-dft-databa.jpg,assets/downloaded/ch09/text1_expanded/ch09_s004_r1_calphad-project-phase-field-phase-dft-databa.jpg,ch09_s004_r1_calphad-project-phase-field-phase-dft-databa.jpg,.jpg,54700,1000,698,27ccc07c224cdbcb90040045aa5bc2ee7b12d932c40d07f199f1041bd49a435f,https://www.bing.com/images/search?q=CALPHAD+Project+phase-field+phase+DFT+database+high-throughput+design+materials+database+high+throughput+materials+discovery+simulation+diagram,https://tse1.mm.bing.net/th?q=CALPHAD+Project+phase-field+phase+DFT+database+high-throughput+design+materials+database+high+throughput+materials+discovery+simulation+diagram&w=1000&h=700&c=7&rs=1&p=0,CALPHAD Project phase-field phase DFT database high-throughput design materials database high throughput materials discovery simulation diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,CALPHAD Project phase-field phase DFT database high-throughput design materials database high throughput materials discovery simulation diagram,模拟结果,simulation,本章知识地图的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,5,为什么材料科学需要大数据平台？,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s005_r1_database-high-throughput-design.jpg,assets/downloaded/ch09/text1_expanded/ch09_s005_r1_database-high-throughput-design.jpg,ch09_s005_r1_database-high-throughput-design.jpg,.jpg,69288,1400,900,7df3fc01463678eea628fd69da82f58ec249093a088ac3fdf28d8dc93c42417e,https://www.bing.com/images/search?q=materials+database+high-throughput+materials+design+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F+concept+diagram+open+educational+resource+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0,https://tse1.mm.bing.net/th?q=materials+database+high-throughput+materials+design+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F+concept+diagram+open+educational+resource+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0&w=1400&h=900&c=7&rs=1&p=0,materials database high-throughput materials design workflow 为什么材料科学需要大数据平台？ concept diagram open educational resource 为什么材料科学需要大数据平台,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high-throughput materials design workflow 为什么材料科学需要大数据平台？ concept diagram open educational resource 为什么材料科学需要大数据平台,概念示意,schematic,为什么材料科学需要大数据平台？的教学示意图,右侧 35% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,6,本章与前后章节的衔接,yes,3,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s006_r1_calphad-project-phase-field-phase-dft-databa.jpg,assets/downloaded/ch09/text1_expanded/ch09_s006_r1_calphad-project-phase-field-phase-dft-databa.jpg,ch09_s006_r1_calphad-project-phase-field-phase-dft-databa.jpg,.jpg,63967,1000,698,782f0bcb244e79396a37aa3f5dc15cb054a4f510a0e047ac8917feeb6b0b6106,https://www.bing.com/images/search?q=CALPHAD+Project+phase-field+phase+DFT+database+high-throughput+design+materials+database+high+throughput+materials+discovery+simulation+diagram,https://tse1.mm.bing.net/th?q=CALPHAD+Project+phase-field+phase+DFT+database+high-throughput+design+materials+database+high+throughput+materials+discovery+simulation+diagram&w=1000&h=700&c=7&rs=1&p=0,CALPHAD Project phase-field phase DFT database high-throughput design materials database high throughput materials discovery simulation diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,CALPHAD Project phase-field phase DFT database high-throughput design materials database high throughput materials discovery simulation diagram,模拟结果,simulation,本章与前后章节的衔接的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,7,9.1 大数据采集、存储与处理流程,yes,3,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s007_r1_pandas-numpy-csv-database-high-throughput-de.jpg,assets/downloaded/ch09/text1_expanded/ch09_s007_r1_pandas-numpy-csv-database-high-throughput-de.jpg,ch09_s007_r1_pandas-numpy-csv-database-high-throughput-de.jpg,.jpg,72404,1000,700,0d7f551eb888f8d0826073a010aeec25fa9b1b241765032d3ffeccf73d95b1e2,https://www.bing.com/images/search?q=Pandas+NumPy+CSV+database+high-throughput+design+materials+database+high+throughput+materials+discovery+flowchart+diagram,https://tse1.mm.bing.net/th?q=Pandas+NumPy+CSV+database+high-throughput+design+materials+database+high+throughput+materials+discovery+flowchart+diagram&w=1000&h=700&c=7&rs=1&p=0,Pandas NumPy CSV database high-throughput design materials database high throughput materials discovery flowchart diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Pandas NumPy CSV database high-throughput design materials database high throughput materials discovery flowchart diagram,数据流程,flowchart,9.1 大数据采集、存储与处理流程的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,8,9.1.1 什么是材料大数据,yes,4,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s008_r1_database-high-throughput-discovery-infograph.jpg,assets/downloaded/ch09/text1_expanded/ch09_s008_r1_database-high-throughput-discovery-infograph.jpg,ch09_s008_r1_database-high-throughput-discovery-infograph.jpg,.jpg,135371,1598,900,c98c71314d97c7d6a25387da3e6e358975adc4100fd2664f56baf6d67dd2b023,https://www.bing.com/images/search?q=materials+database+high+throughput+materials+discovery+9+1+1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9D%90%E6%96%99%E5%A4%A7%E6%95%B0%E6%8D%AE+infographic,https://tse1.mm.bing.net/th?q=materials+database+high+throughput+materials+discovery+9+1+1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9D%90%E6%96%99%E5%A4%A7%E6%95%B0%E6%8D%AE+infographic&w=1600&h=900&c=7&rs=1&p=0,materials database high throughput materials discovery 9 1 1 什么是材料大数据 infographic,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high throughput materials discovery 9 1 1 什么是材料大数据 infographic,模拟结果,simulation,9.1.1 什么是材料大数据的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,9,9.1.2 大数据 4V 特征在材料中的表现,yes,4,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s009_r1_database-high-throughput-discovery-infograph.jpg,assets/downloaded/ch09/text1_expanded/ch09_s009_r1_database-high-throughput-discovery-infograph.jpg,ch09_s009_r1_database-high-throughput-discovery-infograph.jpg,.jpg,53730,1598,900,3f9cd9e413180f6ae134b37b668004c1e842a9f459beb315057467951e1866ee,https://www.bing.com/images/search?q=materials+database+high+throughput+materials+discovery+9+1+2+%E5%A4%A7%E6%95%B0%E6%8D%AE+4V+%E7%89%B9%E5%BE%81%E5%9C%A8%E6%9D%90%E6%96%99%E4%B8%AD%E7%9A%84%E8%A1%A8%E7%8E%B0+infographic,https://tse1.mm.bing.net/th?q=materials+database+high+throughput+materials+discovery+9+1+2+%E5%A4%A7%E6%95%B0%E6%8D%AE+4V+%E7%89%B9%E5%BE%81%E5%9C%A8%E6%9D%90%E6%96%99%E4%B8%AD%E7%9A%84%E8%A1%A8%E7%8E%B0+infographic&w=1600&h=900&c=7&rs=1&p=0,materials database high throughput materials discovery 9 1 2 大数据 4V 特征在材料中的表现 infographic,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high throughput materials discovery 9 1 2 大数据 4V 特征在材料中的表现 infographic,模拟结果,simulation,9.1.2 大数据 4V 特征在材料中的表现的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,10,9.1.3 材料数据生命周期,yes,4,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s010_r1_database-high-throughput-discovery-infograph.jpg,assets/downloaded/ch09/text1_expanded/ch09_s010_r1_database-high-throughput-discovery-infograph.jpg,ch09_s010_r1_database-high-throughput-discovery-infograph.jpg,.jpg,79386,1598,900,aacefa4c35fcad71f737ced66608159059d1b9812ee90a2be0cdf6d4f21b9767,https://www.bing.com/images/search?q=materials+database+high+throughput+materials+discovery+9+1+3+%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E7%94%9F%E5%91%BD%E5%91%A8%E6%9C%9F+infographic,https://tse1.mm.bing.net/th?q=materials+database+high+throughput+materials+discovery+9+1+3+%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E7%94%9F%E5%91%BD%E5%91%A8%E6%9C%9F+infographic&w=1600&h=900&c=7&rs=1&p=0,materials database high throughput materials discovery 9 1 3 材料数据生命周期 infographic,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high throughput materials discovery 9 1 3 材料数据生命周期 infographic,数据流程,flowchart,9.1.3 材料数据生命周期的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,11,9.1.4 从手工表格到数据流水线,yes,4,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s011_r1_database-high-throughput-discovery-infograph.jpg,assets/downloaded/ch09/text1_expanded/ch09_s011_r1_database-high-throughput-discovery-infograph.jpg,ch09_s011_r1_database-high-throughput-discovery-infograph.jpg,.jpg,118055,1598,900,29a270c4995a0d431cdf0c30e170f36176c9de972c206cc5af167f4e8c240504,https://www.bing.com/images/search?q=materials+database+high+throughput+materials+discovery+9+1+4+%E4%BB%8E%E6%89%8B%E5%B7%A5%E8%A1%A8%E6%A0%BC%E5%88%B0%E6%95%B0%E6%8D%AE%E6%B5%81%E6%B0%B4%E7%BA%BF+infographic,https://tse1.mm.bing.net/th?q=materials+database+high+throughput+materials+discovery+9+1+4+%E4%BB%8E%E6%89%8B%E5%B7%A5%E8%A1%A8%E6%A0%BC%E5%88%B0%E6%95%B0%E6%8D%AE%E6%B5%81%E6%B0%B4%E7%BA%BF+infographic&w=1600&h=900&c=7&rs=1&p=0,materials database high throughput materials discovery 9 1 4 从手工表格到数据流水线 infographic,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high throughput materials discovery 9 1 4 从手工表格到数据流水线 infographic,数据流程,flowchart,9.1.4 从手工表格到数据流水线的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,12,9.1.5 ETL 与 ELT,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_expanded\ch09_s012_r1_database-high-throughput-design-etl-elt.jpg,assets/downloaded/ch09/text1_expanded/ch09_s012_r1_database-high-throughput-design-etl-elt.jpg,ch09_s012_r1_database-high-throughput-design-etl-elt.jpg,.jpg,52896,1400,899,dcdd877bd348e0a3dc2e89ede5d5ab7f936f3de5757ae6ab6e459981323fd13c,https://www.bing.com/images/search?q=materials+database+high-throughput+materials+design+workflow+9.1.5+ETL+%E4%B8%8E+ELT+concept+diagram+open+educational+resource+9+1+5+ETL+%E4%B8%8E+ELT,https://tse1.mm.bing.net/th?q=materials+database+high-throughput+materials+design+workflow+9.1.5+ETL+%E4%B8%8E+ELT+concept+diagram+open+educational+resource+9+1+5+ETL+%E4%B8%8E+ELT&w=1400&h=900&c=7&rs=1&p=0,materials database high-throughput materials design workflow 9.1.5 ETL 与 ELT concept diagram open educational resource 9 1 5 ETL 与 ELT,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials database high-throughput materials design workflow 9.1.5 ETL 与 ELT concept diagram open educational resource 9 1 5 ETL 与 ELT,概念示意,schematic,9.1.5 ETL 与 ELT的教学示意图,右侧 35% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
