chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,1,第7章 知识库、知识图谱与检索增强生成（RAG）,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 第7章 知识库、知识图谱与检索增强生成（RAG） | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,第7章 知识库、知识图谱与检索增强生成（RAG）的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,4,本章知识梯度,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 本章知识梯度 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,本章知识梯度的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,5,第7章内容安排总览,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 第7章内容安排总览 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,第7章内容安排总览的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,6,为什么第7章安排在第6章之后？,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow knowledge graph retrieval augmented generation workflow vector database | 大语言模型 提示工程 Transformer 注意力机制 示意图 为什么第7章安排在第6章之后？ | token LLM prompt knowledge graph retrieval augmented generation workflow vector database diagram,概念示意,algorithm_diagram,为什么第7章安排在第6章之后？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,7,数据、信息、知识、智慧,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 数据、信息、知识、智慧 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,数据、信息、知识、智慧的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,8,7.1 知识表示、专家系统与知识工程,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 7.1 知识表示、专家系统与知识工程 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,7.1 知识表示、专家系统与知识工程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,9,7.1 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database | 材料信息学 CALPHAD 相图 高通量材料设计 7.1 的学习任务 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,7.1 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,10,什么是知识表示？,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image knowledge graph retrieval augmented generation workflow vector database | 材料显微组织识别 图像 什么是知识表示？ | microstructure SEM EBSD knowledge graph retrieval augmented generation workflow vector database diagram,材料组织,microscopy,什么是知识表示？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,11,知识表示的基本要求,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database | 可信AI 数据安全 隐私 公平性 可解释性 示意图 知识表示的基本要求 | 可信AI knowledge graph retrieval augmented generation workflow vector database diagram,安全合规案例,schematic,知识表示的基本要求的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,13,框架表示,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database | 材料信息学 CALPHAD 相图 高通量材料设计 框架表示 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,框架表示的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,14,语义网络,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 语义网络 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,语义网络的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,15,本体：概念层面的约束,yes,1,not_found,,,,,,,,,,,,,,,knowledge graph retrieval augmented generation workflow vector database 本体：概念层面的约束 concept diagram open educational resource | 知识库 知识图谱 RAG 本体：概念层面的约束 教学示意图 | knowledge graph retrieval augmented generation workflow vector database concept diagram diagram,概念示意,schematic,本体：概念层面的约束的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,16,专家系统的基本结构,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database | 可信AI 数据安全 隐私 公平性 可解释性 示意图 专家系统的基本结构 | 可信AI knowledge graph retrieval augmented generation workflow vector database diagram,安全合规案例,schematic,专家系统的基本结构的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,17,专家系统与机器学习的差异,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database | 可信AI 数据安全 隐私 公平性 可解释性 示意图 专家系统与机器学习的差异 | 可信AI knowledge graph retrieval augmented generation workflow vector database diagram,安全合规案例,schematic,专家系统与机器学习的差异的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,18,知识工程流程,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 知识工程流程 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,知识工程流程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,19,材料知识工程的典型对象,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database | 材料信息学 CALPHAD 相图 高通量材料设计 材料知识工程的典型对象 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,材料知识工程的典型对象的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,21,7.2 知识图谱：实体、关系、属性与推理 △,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 7.2 知识图谱：实体、关系、属性与推理 △ | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,7.2 知识图谱：实体、关系、属性与推理 △的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,22,7.2 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database | 检索增强生成 RAG 向量数据库 知识图谱 流程图 7.2 的学习任务 | RAG GraphRAG knowledge graph retrieval augmented generation workflow vector database diagram,数据流程,flowchart,7.2 的学习任务的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
