chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,1,第1章人工智能、大数据与材料科学概论,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s001_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s001_r1_big-data-overview.jpg,ch01_s001_r1_big-data-overview.jpg,.jpg,141048,1399,900,788c709b1861287d79b0f6f6bca8fb51ec81727de658812143bd57dfc67a9dcf,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E7%AC%AC1%E7%AB%A0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E3%80%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E4%B8%8E%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E6%A6%82%E8%AE%BA+concept+diagram+open+educational+resource+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+%E5%A4%A7%E6%95%B0%E6%8D%AE%E4%B8%8E%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E6%A6%82%E8%AE%BA,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E7%AC%AC1%E7%AB%A0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E3%80%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E4%B8%8E%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E6%A6%82%E8%AE%BA+concept+diagram+open+educational+resource+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+%E5%A4%A7%E6%95%B0%E6%8D%AE%E4%B8%8E%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E6%A6%82%E8%AE%BA&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 第1章人工智能、大数据与材料科学概论 concept diagram open educational resource 人工智能 大数据与材料科学概论,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 第1章人工智能、大数据与材料科学概论 concept diagram open educational resource 人工智能 大数据与材料科学概论,概念示意,schematic,第1章人工智能、大数据与材料科学概论的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,5,课堂导入：一个材料研发问题,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s005_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s005_r1_big-data-overview.jpg,ch01_s005_r1_big-data-overview.jpg,.jpg,72291,1400,899,65ae3d4dd7c8393e6b734a4fe1ba904bd448d3b5c9c86619c23c0a99156ef0e3,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E8%AF%BE%E5%A0%82%E5%AF%BC%E5%85%A5%EF%BC%9A%E4%B8%80%E4%B8%AA%E6%9D%90%E6%96%99%E7%A0%94%E5%8F%91%E9%97%AE%E9%A2%98+concept+diagram+open+educational+resource+%E8%AF%BE%E5%A0%82%E5%AF%BC%E5%85%A5+%E4%B8%80%E4%B8%AA%E6%9D%90%E6%96%99%E7%A0%94%E5%8F%91%E9%97%AE%E9%A2%98,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E8%AF%BE%E5%A0%82%E5%AF%BC%E5%85%A5%EF%BC%9A%E4%B8%80%E4%B8%AA%E6%9D%90%E6%96%99%E7%A0%94%E5%8F%91%E9%97%AE%E9%A2%98+concept+diagram+open+educational+resource+%E8%AF%BE%E5%A0%82%E5%AF%BC%E5%85%A5+%E4%B8%80%E4%B8%AA%E6%9D%90%E6%96%99%E7%A0%94%E5%8F%91%E9%97%AE%E9%A2%98&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 课堂导入：一个材料研发问题 concept diagram open educational resource 课堂导入 一个材料研发问题,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 课堂导入：一个材料研发问题 concept diagram open educational resource 课堂导入 一个材料研发问题,概念示意,schematic,课堂导入：一个材料研发问题的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,6,从材料问题到 AI 问题,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s006_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s006_r1_big-data-overview.jpg,ch01_s006_r1_big-data-overview.jpg,.jpg,124036,1400,899,2fc3b95011321e7b3a919cbd151afa223c4a90b8f71d65442385873fedacf5c9,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E4%BB%8E%E6%9D%90%E6%96%99%E9%97%AE%E9%A2%98%E5%88%B0+AI+%E9%97%AE%E9%A2%98+concept+diagram+open+educational+resource+%E4%BB%8E%E6%9D%90%E6%96%99%E9%97%AE%E9%A2%98%E5%88%B0+AI+%E9%97%AE%E9%A2%98,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E4%BB%8E%E6%9D%90%E6%96%99%E9%97%AE%E9%A2%98%E5%88%B0+AI+%E9%97%AE%E9%A2%98+concept+diagram+open+educational+resource+%E4%BB%8E%E6%9D%90%E6%96%99%E9%97%AE%E9%A2%98%E5%88%B0+AI+%E9%97%AE%E9%A2%98&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 从材料问题到 AI 问题 concept diagram open educational resource 从材料问题到 AI 问题,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 从材料问题到 AI 问题 concept diagram open educational resource 从材料问题到 AI 问题,概念示意,schematic,从材料问题到 AI 问题的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,7,本章关键概念关系,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s007_r1_informatics-calphad-phase-high-throughput-de.jpg,assets/downloaded/ch01/text1_expanded/ch01_s007_r1_informatics-calphad-phase-high-throughput-de.jpg,ch01_s007_r1_informatics-calphad-phase-high-throughput-de.jpg,.jpg,82930,1400,900,0d1aaae763d0336ce953c1c83231e177145d9194d87777388c076c5f4163e43a,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+AI+big+data+materials+science+overview+%E6%9C%AC%E7%AB%A0%E5%85%B3%E9%94%AE%E6%A6%82%E5%BF%B5%E5%85%B3%E7%B3%BB,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+AI+big+data+materials+science+overview+%E6%9C%AC%E7%AB%A0%E5%85%B3%E9%94%AE%E6%A6%82%E5%BF%B5%E5%85%B3%E7%B3%BB&w=1400&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design AI big data materials science overview 本章关键概念关系,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design AI big data materials science overview 本章关键概念关系,模拟结果,simulation,本章关键概念关系的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,8,1.1 人工智能的概念、发展与主要学派,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s008_r1_neural-network-architecture-transformer-atte.jpg,assets/downloaded/ch01/text1_expanded/ch01_s008_r1_neural-network-architecture-transformer-atte.jpg,ch01_s008_r1_neural-network-architecture-transformer-atte.jpg,.jpg,73282,1400,899,e50d1bbc09c5513a50714b6f2c692bdd7ace91b11e59f66391fcce5a6925ccf2,https://www.bing.com/images/search?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+1+1+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E6%A6%82%E5%BF%B5+%E5%8F%91%E5%B1%95%E4%B8%8E%E4%B8%BB%E8%A6%81%E5%AD%A6%E6%B4%BE,https://tse1.mm.bing.net/th?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+1+1+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E6%A6%82%E5%BF%B5+%E5%8F%91%E5%B1%95%E4%B8%8E%E4%B8%BB%E8%A6%81%E5%AD%A6%E6%B4%BE&w=1400&h=900&c=7&rs=1&p=0,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview 1 1 人工智能的概念 发展与主要学派,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview 1 1 人工智能的概念 发展与主要学派,算法流程,algorithm_diagram,1.1 人工智能的概念、发展与主要学派的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,10,从人类智能到机器智能,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s010_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s010_r1_big-data-overview.jpg,ch01_s010_r1_big-data-overview.jpg,.jpg,49289,1396,900,61b75961de9678f3152029799fbecfa4faa8ebb929853664fac2a0eee3ebb2be,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E4%BB%8E%E4%BA%BA%E7%B1%BB%E6%99%BA%E8%83%BD%E5%88%B0%E6%9C%BA%E5%99%A8%E6%99%BA%E8%83%BD+concept+diagram+open+educational+resource+%E4%BB%8E%E4%BA%BA%E7%B1%BB%E6%99%BA%E8%83%BD%E5%88%B0%E6%9C%BA%E5%99%A8%E6%99%BA%E8%83%BD,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E4%BB%8E%E4%BA%BA%E7%B1%BB%E6%99%BA%E8%83%BD%E5%88%B0%E6%9C%BA%E5%99%A8%E6%99%BA%E8%83%BD+concept+diagram+open+educational+resource+%E4%BB%8E%E4%BA%BA%E7%B1%BB%E6%99%BA%E8%83%BD%E5%88%B0%E6%9C%BA%E5%99%A8%E6%99%BA%E8%83%BD&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 从人类智能到机器智能 concept diagram open educational resource 从人类智能到机器智能,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 从人类智能到机器智能 concept diagram open educational resource 从人类智能到机器智能,概念示意,schematic,从人类智能到机器智能的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,11,人工智能的基本定义,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s011_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s011_r1_big-data-overview.jpg,ch01_s011_r1_big-data-overview.jpg,.jpg,66401,1399,900,501a142817b8331ef2d6e519bf20037aa9f6eea0ade16c773d373975e919dee2,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E5%9F%BA%E6%9C%AC%E5%AE%9A%E4%B9%89+concept+diagram+open+educational+resource+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E5%9F%BA%E6%9C%AC%E5%AE%9A%E4%B9%89,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E5%9F%BA%E6%9C%AC%E5%AE%9A%E4%B9%89+concept+diagram+open+educational+resource+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E5%9F%BA%E6%9C%AC%E5%AE%9A%E4%B9%89&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 人工智能的基本定义 concept diagram open educational resource 人工智能的基本定义,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 人工智能的基本定义 concept diagram open educational resource 人工智能的基本定义,概念示意,schematic,人工智能的基本定义的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,12,AI 不是单一技术,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s012_r1_artificial-intelligence-big-data-algorithm.jpg,assets/downloaded/ch01/text1_expanded/ch01_s012_r1_artificial-intelligence-big-data-algorithm.jpg,ch01_s012_r1_artificial-intelligence-big-data-algorithm.jpg,.jpg,48746,1200,800,764b23c80e2fdbc046bacd76ab66fd5252d6cc8e961f8da64c22c22937972a4a,https://www.bing.com/images/search?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+AI+%E4%B8%8D%E6%98%AF%E5%8D%95%E4%B8%80%E6%8A%80%E6%9C%AF,https://tse1.mm.bing.net/th?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+AI+%E4%B8%8D%E6%98%AF%E5%8D%95%E4%B8%80%E6%8A%80%E6%9C%AF&w=1400&h=900&c=7&rs=1&p=0,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview AI 不是单一技术,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview AI 不是单一技术,算法流程,algorithm_diagram,AI 不是单一技术的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,13,弱人工智能、强人工智能与超人工智能,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s013_r1_big-data-overview.jpg,assets/downloaded/ch01/text1_expanded/ch01_s013_r1_big-data-overview.jpg,ch01_s013_r1_big-data-overview.jpg,.jpg,125994,1399,900,6b5e8d1aba4c40bebfd0834611654e1981e4c7fc7a5fbeffd879168a75836607,https://www.bing.com/images/search?q=AI+big+data+materials+science+overview+%E5%BC%B1%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E3%80%81%E5%BC%BA%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%B8%8E%E8%B6%85%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+concept+diagram+open+educational+resource+%E5%BC%B1%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+%E5%BC%BA%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%B8%8E%E8%B6%85%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD,https://tse1.mm.bing.net/th?q=AI+big+data+materials+science+overview+%E5%BC%B1%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E3%80%81%E5%BC%BA%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%B8%8E%E8%B6%85%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+concept+diagram+open+educational+resource+%E5%BC%B1%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD+%E5%BC%BA%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%B8%8E%E8%B6%85%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD&w=1400&h=900&c=7&rs=1&p=0,AI big data materials science overview 弱人工智能、强人工智能与超人工智能 concept diagram open educational resource 弱人工智能 强人工智能与超人工智能,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,AI big data materials science overview 弱人工智能、强人工智能与超人工智能 concept diagram open educational resource 弱人工智能 强人工智能与超人工智能,概念示意,schematic,弱人工智能、强人工智能与超人工智能的教学示意图,右侧 35% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,15,人工智能发展简史：孕育阶段,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s015_r1_bayes-theorem-probability-prior-posterior-li.jpg,assets/downloaded/ch01/text1_expanded/ch01_s015_r1_bayes-theorem-probability-prior-posterior-li.jpg,ch01_s015_r1_bayes-theorem-probability-prior-posterior-li.jpg,.jpg,61580,1400,899,5b6b4e0e29e02b4bb4fe6e1a273b46d16b317f2d4bad022f0da099fda086cfbb,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%91%E5%B1%95%E7%AE%80%E5%8F%B2+%E5%AD%95%E8%82%B2%E9%98%B6%E6%AE%B5,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%91%E5%B1%95%E7%AE%80%E5%8F%B2+%E5%AD%95%E8%82%B2%E9%98%B6%E6%AE%B5&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood AI big data materials science overview 人工智能发展简史 孕育阶段,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood AI big data materials science overview 人工智能发展简史 孕育阶段,算法流程,algorithm_diagram,人工智能发展简史：孕育阶段的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch01,第1章_人工智能大数据与材料科学概论_100页_Marp.md,17,人工智能发展简史：起伏与复兴,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_expanded\ch01_s017_r1_cnn-rnn-transformer-embedding-big-data-overv.jpg,assets/downloaded/ch01/text1_expanded/ch01_s017_r1_cnn-rnn-transformer-embedding-big-data-overv.jpg,ch01_s017_r1_cnn-rnn-transformer-embedding-big-data-overv.jpg,.jpg,51798,1000,700,4e191f26d895587534c3ea5254d5fe4abfea72ce5595d9e9b1fbac6facb55452,https://www.bing.com/images/search?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%91%E5%B1%95%E7%AE%80%E5%8F%B2+%E8%B5%B7%E4%BC%8F%E4%B8%8E%E5%A4%8D%E5%85%B4,https://tse1.mm.bing.net/th?q=neural+network+architecture+Transformer+attention+mechanism+CNN+diagram+AI+big+data+materials+science+overview+%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%91%E5%B1%95%E7%AE%80%E5%8F%B2+%E8%B5%B7%E4%BC%8F%E4%B8%8E%E5%A4%8D%E5%85%B4&w=1400&h=900&c=7&rs=1&p=0,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview 人工智能发展简史 起伏与复兴,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,neural network architecture Transformer attention mechanism CNN diagram AI big data materials science overview 人工智能发展简史 起伏与复兴,算法流程,algorithm_diagram,人工智能发展简史：起伏与复兴的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
