chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,1,第3章 贝叶斯定理与概率思维,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s001_r1_bayesian-statistics-probability-inference-al.jpg,assets/downloaded/ch03/text1_expanded/ch03_s001_r1_bayesian-statistics-probability-inference-al.jpg,ch03_s001_r1_bayesian-statistics-probability-inference-al.jpg,.jpg,45060,1200,800,1d1242bdfa2be1974ef66f7f83aa0d6d0457e0a1b51f3a0bd8acee88afcab15b,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E8%B4%9D%E5%8F%B6%E6%96%AF%E5%AE%9A%E7%90%86%E4%B8%8E%E6%A6%82%E7%8E%87%E6%80%9D%E7%BB%B4,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E8%B4%9D%E5%8F%B6%E6%96%AF%E5%AE%9A%E7%90%86%E4%B8%8E%E6%A6%82%E7%8E%87%E6%80%9D%E7%BB%B4&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 贝叶斯定理与概率思维,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 贝叶斯定理与概率思维,算法流程,algorithm_diagram,第3章 贝叶斯定理与概率思维的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,4,为什么材料科学需要概率思维？,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s004_r1_microstructure-recognition-microscopy-bayes.jpg,assets/downloaded/ch03/text1_expanded/ch03_s004_r1_microstructure-recognition-microscopy-bayes.jpg,ch03_s004_r1_microstructure-recognition-microscopy-bayes.jpg,.jpg,60943,1400,900,dab9d48f6a69737a96b17665e23e14822a9802264a98044828ec6be1d153d92e,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+Bayes+theorem+probability+inference+diagram+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E6%A6%82%E7%8E%87%E6%80%9D%E7%BB%B4,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+Bayes+theorem+probability+inference+diagram+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E6%A6%82%E7%8E%87%E6%80%9D%E7%BB%B4&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image Bayes theorem probability inference diagram 为什么材料科学需要概率思维,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image Bayes theorem probability inference diagram 为什么材料科学需要概率思维,材料组织,microscopy,为什么材料科学需要概率思维？的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,5,本章知识地图,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s005_r1_bayes-theorem-probability-inference-bayesian.jpg,assets/downloaded/ch03/text1_expanded/ch03_s005_r1_bayes-theorem-probability-inference-bayesian.jpg,ch03_s005_r1_bayes-theorem-probability-inference-bayesian.jpg,.jpg,37042,1000,700,4d609276482a458c4ba9681e854867920321758c620c6718cd38c53d61f6c4c1,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 本章知识地图,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 本章知识地图,算法流程,algorithm_diagram,本章知识地图的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,6,先给出一个直观例子,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s006_r1_bayesian-statistics-probability-inference-in.jpg,assets/downloaded/ch03/text1_expanded/ch03_s006_r1_bayesian-statistics-probability-inference-in.jpg,ch03_s006_r1_bayesian-statistics-probability-inference-in.jpg,.jpg,61815,1600,900,eac9bff3284d284a4c8dd154f2c032d7486e405a75d32b2824d2b7870876b6b4,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E5%85%88%E7%BB%99%E5%87%BA%E4%B8%80%E4%B8%AA%E7%9B%B4%E8%A7%82%E4%BE%8B%E5%AD%90,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E5%85%88%E7%BB%99%E5%87%BA%E4%B8%80%E4%B8%AA%E7%9B%B4%E8%A7%82%E4%BE%8B%E5%AD%90&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 先给出一个直观例子,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 先给出一个直观例子,算法流程,algorithm_diagram,先给出一个直观例子的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,7,本章的基本符号,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s007_r1_bayesian-statistics-probability-inference-al.jpg,assets/downloaded/ch03/text1_expanded/ch03_s007_r1_bayesian-statistics-probability-inference-al.jpg,ch03_s007_r1_bayesian-statistics-probability-inference-al.jpg,.jpg,56759,1400,900,a2ea22928081e2a0d87e3e8be7767f34f6c61fa40053364d22e0c26be2729d05,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%9C%AC%E7%AB%A0%E7%9A%84%E5%9F%BA%E6%9C%AC%E7%AC%A6%E5%8F%B7,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%9C%AC%E7%AB%A0%E7%9A%84%E5%9F%BA%E6%9C%AC%E7%AC%A6%E5%8F%B7&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 本章的基本符号,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 本章的基本符号,算法流程,algorithm_diagram,本章的基本符号的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,8,3.1 条件概率、全概率公式与贝叶斯定理,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s008_r1_bayesian-statistics-probability-inference-in.jpg,assets/downloaded/ch03/text1_expanded/ch03_s008_r1_bayesian-statistics-probability-inference-in.jpg,ch03_s008_r1_bayesian-statistics-probability-inference-in.jpg,.jpg,103191,1598,900,541c5ca967a02da497f00dde4df9e276a92b36db7283ca3c239ddcfb3c866642,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+3+1+%E6%9D%A1%E4%BB%B6%E6%A6%82%E7%8E%87+%E5%85%A8%E6%A6%82%E7%8E%87%E5%85%AC%E5%BC%8F%E4%B8%8E%E8%B4%9D%E5%8F%B6%E6%96%AF%E5%AE%9A%E7%90%86,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+3+1+%E6%9D%A1%E4%BB%B6%E6%A6%82%E7%8E%87+%E5%85%A8%E6%A6%82%E7%8E%87%E5%85%AC%E5%BC%8F%E4%B8%8E%E8%B4%9D%E5%8F%B6%E6%96%AF%E5%AE%9A%E7%90%86&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 3 1 条件概率 全概率公式与贝叶斯定理,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 3 1 条件概率 全概率公式与贝叶斯定理,算法流程,algorithm_diagram,3.1 条件概率、全概率公式与贝叶斯定理的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,9,3.1.1 从随机试验到样本空间,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s009_r1_microstructure-sem-ebsd-bayes-theorem-probab.jpg,assets/downloaded/ch03/text1_expanded/ch03_s009_r1_microstructure-sem-ebsd-bayes-theorem-probab.jpg,ch03_s009_r1_microstructure-sem-ebsd-bayes-theorem-probab.jpg,.jpg,46697,1000,700,bfca7c12b4aed7183e3c46df23bfd1fdeb68b7823f86d48e90e232145842ac5e,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+Bayes+theorem+probability+inference+diagram+3+1+1+%E4%BB%8E%E9%9A%8F%E6%9C%BA%E8%AF%95%E9%AA%8C%E5%88%B0%E6%A0%B7%E6%9C%AC%E7%A9%BA%E9%97%B4,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+Bayes+theorem+probability+inference+diagram+3+1+1+%E4%BB%8E%E9%9A%8F%E6%9C%BA%E8%AF%95%E9%AA%8C%E5%88%B0%E6%A0%B7%E6%9C%AC%E7%A9%BA%E9%97%B4&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image Bayes theorem probability inference diagram 3 1 1 从随机试验到样本空间,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image Bayes theorem probability inference diagram 3 1 1 从随机试验到样本空间,材料组织,microscopy,3.1.1 从随机试验到样本空间的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,10,概率的三个基本性质,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s010_r1_algorithm.jpg,assets/downloaded/ch03/text1_expanded/ch03_s010_r1_algorithm.jpg,ch03_s010_r1_algorithm.jpg,.jpg,39680,1000,700,724a0e237a80d216ca9facafeafb7af8ce94115738ad15ba2c0d65a6defc9352,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%A6%82%E7%8E%87%E7%9A%84%E4%B8%89%E4%B8%AA%E5%9F%BA%E6%9C%AC%E6%80%A7%E8%B4%A8,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E6%A6%82%E7%8E%87%E7%9A%84%E4%B8%89%E4%B8%AA%E5%9F%BA%E6%9C%AC%E6%80%A7%E8%B4%A8&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 概率的三个基本性质,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 概率的三个基本性质,算法流程,algorithm_diagram,概率的三个基本性质的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,11,事件关系：交、并、补,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s011_r1_algorithm.jpg,assets/downloaded/ch03/text1_expanded/ch03_s011_r1_algorithm.jpg,ch03_s011_r1_algorithm.jpg,.jpg,53607,1000,700,4e8c3d8f26843293488ddb6641fdc119dd27428b936db2a60eeb6271818fe15f,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E4%BA%8B%E4%BB%B6%E5%85%B3%E7%B3%BB+%E4%BA%A4+%E5%B9%B6+%E8%A1%A5,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+%E4%BA%8B%E4%BB%B6%E5%85%B3%E7%B3%BB+%E4%BA%A4+%E5%B9%B6+%E8%A1%A5&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 事件关系 交 并 补,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 事件关系 交 并 补,算法流程,algorithm_diagram,事件关系：交、并、补的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,12,3.1.2 联合概率：两个事件同时发生,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1_expanded\ch03_s012_r1_bayesian-statistics-probability-inference-al.jpg,assets/downloaded/ch03/text1_expanded/ch03_s012_r1_bayesian-statistics-probability-inference-al.jpg,ch03_s012_r1_bayesian-statistics-probability-inference-al.jpg,.jpg,102252,1399,900,0423a7f8bafdf4d1c1d6473ca71031befdeabefa36e415a52259d162044950c5,https://www.bing.com/images/search?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+3+1+2+%E8%81%94%E5%90%88%E6%A6%82%E7%8E%87+%E4%B8%A4%E4%B8%AA%E4%BA%8B%E4%BB%B6%E5%90%8C%E6%97%B6%E5%8F%91%E7%94%9F,https://tse1.mm.bing.net/th?q=Bayes+theorem+diagram+probability+prior+posterior+likelihood+Bayes+theorem+probability+inference+diagram+3+1+2+%E8%81%94%E5%90%88%E6%A6%82%E7%8E%87+%E4%B8%A4%E4%B8%AA%E4%BA%8B%E4%BB%B6%E5%90%8C%E6%97%B6%E5%8F%91%E7%94%9F&w=1400&h=900&c=7&rs=1&p=0,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 3 1 2 联合概率 两个事件同时发生,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram 3 1 2 联合概率 两个事件同时发生,算法流程,algorithm_diagram,3.1.2 联合概率：两个事件同时发生的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
