chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,1,第6章 生成式AI、大语言模型与提示工程,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 第6章 生成式AI、大语言模型与提示工程 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,第6章 生成式AI、大语言模型与提示工程的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,4,本章知识梯度,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 本章知识梯度 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,本章知识梯度的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,5,从“分析式 AI”到“生成式 AI”,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 从“分析式 AI”到“生成式 AI” | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,从“分析式 AI”到“生成式 AI”的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,6,本章的教学逻辑,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 本章的教学逻辑 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,本章的教学逻辑的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,7,第6章内容安排总览,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 第6章内容安排总览 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,第6章内容安排总览的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,8,关键术语预告,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 关键术语预告 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,关键术语预告的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,9,本章与前后章节的关系,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram large language model Transformer attention mechanism prompt engineering workflow | 神经网络 Transformer 注意力机制 CNN 架构图 本章与前后章节的关系 | CNN RNN Transformer embedding large language model Transformer attention mechanism prompt engineering workflow diagram,算法流程,algorithm_diagram,本章与前后章节的关系的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,10,6.1 生成式AI概述：VAE、GAN、扩散模型,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 6.1 生成式AI概述：VAE、GAN、扩散模型 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,6.1 生成式AI概述：VAE、GAN、扩散模型的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,11,6.1 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 6.1 的学习任务 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,6.1 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch06,第6章_生成式AI大语言模型与提示工程_100页_Marp.md,12,判别式模型与生成式模型,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow large language model Transformer attention mechanism prompt engineering workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 判别式模型与生成式模型 | token LLM prompt large language model Transformer attention mechanism prompt engineering workflow diagram,概念示意,algorithm_diagram,判别式模型与生成式模型的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
