chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,1,第8章 AI代理、主动学习与贝叶斯优化,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 第8章 AI代理、主动学习与贝叶斯优化 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,第8章 AI代理、主动学习与贝叶斯优化的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,4,本章知识地图,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 本章知识地图 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,本章知识地图的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,5,为什么第8章放在这里？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood AI agent Bayesian optimization active learning loop | 贝叶斯定理 先验 后验 概率图示 为什么第8章放在这里？ | Bayes AI agent Bayesian optimization active learning loop diagram,算法流程,algorithm_diagram,为什么第8章放在这里？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,7,8.1 AI代理概念：从模型到行动系统,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1 AI代理概念：从模型到行动系统 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,8.1 AI代理概念：从模型到行动系统的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,8,8.1.1 什么是 AI 代理,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop | 大语言模型 提示工程 Transformer 注意力机制 示意图 8.1.1 什么是 AI 代理 | token LLM prompt AI agent Bayesian optimization active learning loop diagram,概念示意,algorithm_diagram,8.1.1 什么是 AI 代理的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,9,8.1.2 代理与聊天机器人的区别,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop | 大语言模型 提示工程 Transformer 注意力机制 示意图 8.1.2 代理与聊天机器人的区别 | token LLM prompt AI agent Bayesian optimization active learning loop diagram,概念示意,algorithm_diagram,8.1.2 代理与聊天机器人的区别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,10,8.1.3 代理的基本数学抽象,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.3 代理的基本数学抽象 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,8.1.3 代理的基本数学抽象的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,11,8.1.4 规划：把复杂目标拆成步骤,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.4 规划：把复杂目标拆成步骤 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,8.1.4 规划：把复杂目标拆成步骤的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,12,8.1.5 记忆：短期、长期与任务记忆,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.5 记忆：短期、长期与任务记忆 | AI Agent AI agent Bayesian optimization active learning loop diagram,算法流程,flowchart,8.1.5 记忆：短期、长期与任务记忆的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,13,8.1.6 工具调用：让代理连接外部世界,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design AI agent Bayesian optimization active learning loop | 材料信息学 CALPHAD 相图 高通量材料设计 8.1.6 工具调用：让代理连接外部世界 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,8.1.6 工具调用：让代理连接外部世界的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
