chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,1,第9章 大数据平台、材料数据库与高通量材料设计,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E7%AC%AC9%E7%AB%A0+%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%E3%80%81%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E5%BA%93%E4%B8%8E%E9%AB%98%E9%80%9A%E9%87%8F%E6%9D%90%E6%96%99%E8%AE%BE%E8%AE%A1,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E7%AC%AC9%E7%AB%A0+%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%E3%80%81%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E5%BA%93%E4%B8%8E%E9%AB%98%E9%80%9A%E9%87%8F%E6%9D%90%E6%96%99%E8%AE%BE%E8%AE%A1&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow 第9章 大数据平台、材料数据库与高通量材料设计,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,模拟结果,simulation,第9章 大数据平台、材料数据库与高通量材料设计的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,4,本章知识地图,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E5%9C%B0%E5%9B%BE&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow 本章知识地图,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,模拟结果,simulation,本章知识地图的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,5,为什么材料科学需要大数据平台？,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_loose\ch09_s005_r1_materials-database-high-throughput-materials.jpg,assets/downloaded/ch09/text1_loose/ch09_s005_r1_materials-database-high-throughput-materials.jpg,ch09_s005_r1_materials-database-high-throughput-materials.jpg,.jpg,81594,1600,900,d8f712c4a3fe6ec6bb899f0206af5207e21e1b712955cab13c6c645f88bcb362,https://www.bing.com/images/search?q=materials+database+high-throughput+materials+design+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F+concept+diagram+open+educational+resource+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F,https://tse1.mm.bing.net/th?q=materials+database+high-throughput+materials+design+workflow+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F+concept+diagram+open+educational+resource+%E4%B8%BA%E4%BB%80%E4%B9%88%E6%9D%90%E6%96%99%E7%A7%91%E5%AD%A6%E9%9C%80%E8%A6%81%E5%A4%A7%E6%95%B0%E6%8D%AE%E5%B9%B3%E5%8F%B0%EF%BC%9F&w=1600&h=900&c=7&rs=1&p=0,materials database high-throughput materials design workflow 为什么材料科学需要大数据平台？ concept diagram open educational resource 为什么材料科学需要大数据平台？,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials database high-throughput materials design workflow 为什么材料科学需要大数据平台？ concept diagram open educational resource,概念示意,schematic,为什么材料科学需要大数据平台？的教学示意图,右侧 35% 宽度,,loose mode; source and copyright not verified; opened successfully
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,6,本章与前后章节的衔接,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%8E%E5%89%8D%E5%90%8E%E7%AB%A0%E8%8A%82%E7%9A%84%E8%A1%94%E6%8E%A5,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+%E6%9C%AC%E7%AB%A0%E4%B8%8E%E5%89%8D%E5%90%8E%E7%AB%A0%E8%8A%82%E7%9A%84%E8%A1%94%E6%8E%A5&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow 本章与前后章节的衔接,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,模拟结果,simulation,本章与前后章节的衔接的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,7,9.1 大数据采集、存储与处理流程,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,assets/downloaded/ch01/text1_loose/ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,.jpg,67134,,,e87947a7876be2a88c1ec43f11419cfcef41cf96a5307f0b18dcaec79cb8f4de,https://www.bing.com/images/search?q=Python+pandas+data+preprocessing+workflow+missing+values+feature+scaling+diagram+materials+database+high-throughput+materials+design+workflow+9.1+%E5%A4%A7%E6%95%B0%E6%8D%AE%E9%87%87%E9%9B%86%E3%80%81%E5%AD%98%E5%82%A8%E4%B8%8E%E5%A4%84%E7%90%86%E6%B5%81%E7%A8%8B,https://tse1.mm.bing.net/th?q=Python+pandas+data+preprocessing+workflow+missing+values+feature+scaling+diagram+materials+database+high-throughput+materials+design+workflow+9.1+%E5%A4%A7%E6%95%B0%E6%8D%AE%E9%87%87%E9%9B%86%E3%80%81%E5%AD%98%E5%82%A8%E4%B8%8E%E5%A4%84%E7%90%86%E6%B5%81%E7%A8%8B&w=1600&h=900&c=7&rs=1&p=0,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow 9.1 大数据采集、存储与处理流程,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow,数据流程,flowchart,9.1 大数据采集、存储与处理流程的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,8,9.1.1 什么是材料大数据,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+9.1.1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9D%90%E6%96%99%E5%A4%A7%E6%95%B0%E6%8D%AE,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+9.1.1+%E4%BB%80%E4%B9%88%E6%98%AF%E6%9D%90%E6%96%99%E5%A4%A7%E6%95%B0%E6%8D%AE&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow 9.1.1 什么是材料大数据,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,模拟结果,simulation,9.1.1 什么是材料大数据的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,9,9.1.2 大数据 4V 特征在材料中的表现,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch02\text1_loose\ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,.jpg,68743,,,f74b8966c42505b4c7f8c5ed48ad0e1382733832892b2bd5c14c40fb4a89a264,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+9.1.2+%E5%A4%A7%E6%95%B0%E6%8D%AE+4V+%E7%89%B9%E5%BE%81%E5%9C%A8%E6%9D%90%E6%96%99%E4%B8%AD%E7%9A%84%E8%A1%A8%E7%8E%B0,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+materials+database+high-throughput+materials+design+workflow+9.1.2+%E5%A4%A7%E6%95%B0%E6%8D%AE+4V+%E7%89%B9%E5%BE%81%E5%9C%A8%E6%9D%90%E6%96%99%E4%B8%AD%E7%9A%84%E8%A1%A8%E7%8E%B0&w=1600&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow 9.1.2 大数据 4V 特征在材料中的表现,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow,模拟结果,simulation,9.1.2 大数据 4V 特征在材料中的表现的教学示意图,右侧 40% 宽度,assets/downloaded/ch02/text1_loose/ch02_s042_r1_materials-informatics-calphad-phase-diagram.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,10,9.1.3 材料数据生命周期,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch05\text1_loose\ch05_s075_r1_retrieval-augmented-generation-workflow-vect.jpg,assets/downloaded/ch05/text1_loose/ch05_s075_r1_retrieval-augmented-generation-workflow-vect.jpg,ch05_s075_r1_retrieval-augmented-generation-workflow-vect.jpg,.jpg,72132,,,917ae2edd00a07c2c58acd2c365605f8da8036ec257062d905dff51fd73b05b6,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+materials+database+high-throughput+materials+design+workflow+9.1.3+%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E7%94%9F%E5%91%BD%E5%91%A8%E6%9C%9F,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+materials+database+high-throughput+materials+design+workflow+9.1.3+%E6%9D%90%E6%96%99%E6%95%B0%E6%8D%AE%E7%94%9F%E5%91%BD%E5%91%A8%E6%9C%9F&w=1600&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow 9.1.3 材料数据生命周期,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow,数据流程,flowchart,9.1.3 材料数据生命周期的教学示意图,底部横向流程图,assets/downloaded/ch05/text1_loose/ch05_s075_r1_retrieval-augmented-generation-workflow-vect.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,11,9.1.4 从手工表格到数据流水线,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch01\text1_loose\ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,assets/downloaded/ch01/text1_loose/ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,.jpg,67134,,,e87947a7876be2a88c1ec43f11419cfcef41cf96a5307f0b18dcaec79cb8f4de,https://www.bing.com/images/search?q=Python+pandas+data+preprocessing+workflow+missing+values+feature+scaling+diagram+materials+database+high-throughput+materials+design+workflow+9.1.4+%E4%BB%8E%E6%89%8B%E5%B7%A5%E8%A1%A8%E6%A0%BC%E5%88%B0%E6%95%B0%E6%8D%AE%E6%B5%81%E6%B0%B4%E7%BA%BF,https://tse1.mm.bing.net/th?q=Python+pandas+data+preprocessing+workflow+missing+values+feature+scaling+diagram+materials+database+high-throughput+materials+design+workflow+9.1.4+%E4%BB%8E%E6%89%8B%E5%B7%A5%E8%A1%A8%E6%A0%BC%E5%88%B0%E6%95%B0%E6%8D%AE%E6%B5%81%E6%B0%B4%E7%BA%BF&w=1600&h=900&c=7&rs=1&p=0,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow 9.1.4 从手工表格到数据流水线,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow,数据流程,flowchart,9.1.4 从手工表格到数据流水线的教学示意图,底部横向流程图,assets/downloaded/ch01/text1_loose/ch01_s106_r1_python-pandas-data-preprocessing-workflow-mi.jpg,loose mode; duplicate by SHA256; source and copyright not verified
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,12,9.1.5 ETL 与 ELT,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch09\text1_loose\ch09_s012_r1_materials-database-high-throughput-materials.jpg,assets/downloaded/ch09/text1_loose/ch09_s012_r1_materials-database-high-throughput-materials.jpg,ch09_s012_r1_materials-database-high-throughput-materials.jpg,.jpg,58399,1598,900,494645732a065f8b2b4cfcbf5705709c6d8424700332a9b3bda0a92e44416972,https://www.bing.com/images/search?q=materials+database+high-throughput+materials+design+workflow+9.1.5+ETL+%E4%B8%8E+ELT+concept+diagram+open+educational+resource+9.1.5+ETL+%E4%B8%8E+ELT,https://tse1.mm.bing.net/th?q=materials+database+high-throughput+materials+design+workflow+9.1.5+ETL+%E4%B8%8E+ELT+concept+diagram+open+educational+resource+9.1.5+ETL+%E4%B8%8E+ELT&w=1600&h=900&c=7&rs=1&p=0,materials database high-throughput materials design workflow 9.1.5 ETL 与 ELT concept diagram open educational resource 9.1.5 ETL 与 ELT,unknown,unknown; copyright risk not checked,来源不明或版权未核验，需人工复核后再用于正式课件。,materials database high-throughput materials design workflow 9.1.5 ETL 与 ELT concept diagram open educational resource,概念示意,schematic,9.1.5 ETL 与 ELT的教学示意图,右侧 35% 宽度,,loose mode; source and copyright not verified; opened successfully
