chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,1,第7章 知识库、知识图谱与检索增强生成（RAG）,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s001_r1_rag-knowledge-graph-vector-database-retrieva.jpg,assets/downloaded/ch07/text1_expanded/ch07_s001_r1_rag-knowledge-graph-vector-database-retrieva.jpg,ch07_s001_r1_rag-knowledge-graph-vector-database-retrieva.jpg,.jpg,45608,1200,800,9b5d87fbd245049cdcdbaed064d618e2f0d3ee36dd2ba00f2b7d0225c1854c32,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E7%9F%A5%E8%AF%86%E5%BA%93+%E7%9F%A5%E8%AF%86%E5%9B%BE%E8%B0%B1%E4%B8%8E%E6%A3%80%E7%B4%A2%E5%A2%9E%E5%BC%BA%E7%94%9F%E6%88%90+RAG,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E7%9F%A5%E8%AF%86%E5%BA%93+%E7%9F%A5%E8%AF%86%E5%9B%BE%E8%B0%B1%E4%B8%8E%E6%A3%80%E7%B4%A2%E5%A2%9E%E5%BC%BA%E7%94%9F%E6%88%90+RAG&w=1400&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 知识库 知识图谱与检索增强生成 RAG,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 知识库 知识图谱与检索增强生成 RAG,数据流程,flowchart,第7章 知识库、知识图谱与检索增强生成（RAG）的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,4,本章知识梯度,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s004_r1_knowledge-graph-rag-vector-database-retrieva.jpg,assets/downloaded/ch07/text1_expanded/ch07_s004_r1_knowledge-graph-rag-vector-database-retrieva.jpg,ch07_s004_r1_knowledge-graph-rag-vector-database-retrieva.jpg,.jpg,60977,1200,800,6851a93ef61555cda591387945656f935abf9b581bf96d851c466ddb2a6ee6c4,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E6%A2%AF%E5%BA%A6,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%9C%AC%E7%AB%A0%E7%9F%A5%E8%AF%86%E6%A2%AF%E5%BA%A6&w=1400&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 本章知识梯度,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 本章知识梯度,数据流程,flowchart,本章知识梯度的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,5,第7章内容安排总览,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s005_r1_rag-graphrag-knowledge-graph-retrieval-augme.jpg,assets/downloaded/ch07/text1_expanded/ch07_s005_r1_rag-graphrag-knowledge-graph-retrieval-augme.jpg,ch07_s005_r1_rag-graphrag-knowledge-graph-retrieval-augme.jpg,.jpg,37354,1000,700,94edfd3524becb95d2d290a642f8741528c870b6d20fe1c71b7f27149d3e5bb7,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E5%86%85%E5%AE%B9%E5%AE%89%E6%8E%92%E6%80%BB%E8%A7%88,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E5%86%85%E5%AE%B9%E5%AE%89%E6%8E%92%E6%80%BB%E8%A7%88&w=1400&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 内容安排总览,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 内容安排总览,数据流程,flowchart,第7章内容安排总览的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,6,为什么第7章安排在第6章之后？,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s006_r1_knowledge-graph-rag-vector-database-retrieva.jpg,assets/downloaded/ch07/text1_expanded/ch07_s006_r1_knowledge-graph-rag-vector-database-retrieva.jpg,ch07_s006_r1_knowledge-graph-rag-vector-database-retrieva.jpg,.jpg,55757,1600,899,f92042095ad3c6d715f92d58f6054a63526455a7217c02de37f1c21d09300792,https://www.bing.com/images/search?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E4%B8%BA%E4%BB%80%E4%B9%88%E5%AE%89%E6%8E%92%E5%9C%A8%E4%B9%8B%E5%90%8E,https://tse1.mm.bing.net/th?q=large+language+model+Transformer+attention+mechanism+prompt+engineering+workflow+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E4%B8%BA%E4%BB%80%E4%B9%88%E5%AE%89%E6%8E%92%E5%9C%A8%E4%B9%8B%E5%90%8E&w=1400&h=900&c=7&rs=1&p=0,large language model Transformer attention mechanism prompt engineering workflow knowledge graph retrieval augmented generation workflow vector database 为什么安排在之后,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,large language model Transformer attention mechanism prompt engineering workflow knowledge graph retrieval augmented generation workflow vector database 为什么安排在之后,概念示意,algorithm_diagram,为什么第7章安排在第6章之后？的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,7,数据、信息、知识、智慧,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s007_r1_knowledge-graph-rag-vector-database-retrieva.jpg,assets/downloaded/ch07/text1_expanded/ch07_s007_r1_knowledge-graph-rag-vector-database-retrieva.jpg,ch07_s007_r1_knowledge-graph-rag-vector-database-retrieva.jpg,.jpg,88475,1598,900,f707924462d1fa00e5c27f3c13e1f840dd749d1bab2836553c631b9cbbdc08e6,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%95%B0%E6%8D%AE+%E4%BF%A1%E6%81%AF+%E7%9F%A5%E8%AF%86+%E6%99%BA%E6%85%A7,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%95%B0%E6%8D%AE+%E4%BF%A1%E6%81%AF+%E7%9F%A5%E8%AF%86+%E6%99%BA%E6%85%A7&w=1400&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 数据 信息 知识 智慧,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 数据 信息 知识 智慧,数据流程,flowchart,数据、信息、知识、智慧的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,8,7.1 知识表示、专家系统与知识工程,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s008_r1_rag.jpg,assets/downloaded/ch07/text1_expanded/ch07_s008_r1_rag.jpg,ch07_s008_r1_rag.jpg,.jpg,71658,1200,800,c8aa178acf0c2d2090ef3ce802683c0efd5b04dd6b0a81bf4147c961fe3b379f,https://www.bing.com/images/search?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+7+1+%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA+%E4%B8%93%E5%AE%B6%E7%B3%BB%E7%BB%9F%E4%B8%8E%E7%9F%A5%E8%AF%86%E5%B7%A5%E7%A8%8B,https://tse1.mm.bing.net/th?q=retrieval+augmented+generation+workflow+vector+database+knowledge+graph+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+7+1+%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA+%E4%B8%93%E5%AE%B6%E7%B3%BB%E7%BB%9F%E4%B8%8E%E7%9F%A5%E8%AF%86%E5%B7%A5%E7%A8%8B&w=1400&h=900&c=7&rs=1&p=0,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 7 1 知识表示 专家系统与知识工程,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database 7 1 知识表示 专家系统与知识工程,数据流程,flowchart,7.1 知识表示、专家系统与知识工程的教学示意图,底部横向流程图,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,9,7.1 的学习任务,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s009_r1_knowledge-graph-rag-vector-database-retrieva.jpg,assets/downloaded/ch07/text1_expanded/ch07_s009_r1_knowledge-graph-rag-vector-database-retrieva.jpg,ch07_s009_r1_knowledge-graph-rag-vector-database-retrieva.jpg,.jpg,43347,1197,800,745d79bae153bb6c5da2d2e5e1449577889e4e95a6844d8ace400a8792cd1ad2,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+7+1+%E7%9A%84%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+7+1+%E7%9A%84%E5%AD%A6%E4%B9%A0%E4%BB%BB%E5%8A%A1&w=1400&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database 7 1 的学习任务,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database 7 1 的学习任务,模拟结果,simulation,7.1 的学习任务的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,10,什么是知识表示？,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s010_r1_microstructure-sem-ebsd-knowledge-graph-retr.jpg,assets/downloaded/ch07/text1_expanded/ch07_s010_r1_microstructure-sem-ebsd-knowledge-graph-retr.jpg,ch07_s010_r1_microstructure-sem-ebsd-knowledge-graph-retr.jpg,.jpg,35323,1000,700,3ed0b1923df40ce8c27b06d6b4e9e12d2b284a55436966f3438eea2dc9e6ab3f,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E4%BB%80%E4%B9%88%E6%98%AF%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E4%BB%80%E4%B9%88%E6%98%AF%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image knowledge graph retrieval augmented generation workflow vector database 什么是知识表示,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image knowledge graph retrieval augmented generation workflow vector database 什么是知识表示,材料组织,microscopy,什么是知识表示？的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,11,知识表示的基本要求,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s011_r1_trustworthy-framework-data-privacy-fairness.jpg,assets/downloaded/ch07/text1_expanded/ch07_s011_r1_trustworthy-framework-data-privacy-fairness.jpg,ch07_s011_r1_trustworthy-framework-data-privacy-fairness.jpg,.jpg,68411,1400,900,3cdf4af0c8621072e7ccc658cc336197cc1a171ffe0484c0ce74da8be397804a,https://www.bing.com/images/search?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA%E7%9A%84%E5%9F%BA%E6%9C%AC%E8%A6%81%E6%B1%82,https://tse1.mm.bing.net/th?q=trustworthy+AI+framework+data+privacy+fairness+explainability+robustness+diagram+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E7%9F%A5%E8%AF%86%E8%A1%A8%E7%A4%BA%E7%9A%84%E5%9F%BA%E6%9C%AC%E8%A6%81%E6%B1%82&w=1400&h=900&c=7&rs=1&p=0,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database 知识表示的基本要求,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database 知识表示的基本要求,安全合规案例,schematic,知识表示的基本要求的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,13,框架表示,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch07\text1_expanded\ch07_s013_r1_calphad-project-phase-field-phase-dft-knowle.jpg,assets/downloaded/ch07/text1_expanded/ch07_s013_r1_calphad-project-phase-field-phase-dft-knowle.jpg,ch07_s013_r1_calphad-project-phase-field-phase-dft-knowle.jpg,.jpg,78445,1000,700,fcc023df60ad094264d04810233ea873312cbc4dd4f09a2483a35c5a954e8eb2,https://www.bing.com/images/search?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%A1%86%E6%9E%B6%E8%A1%A8%E7%A4%BA,https://tse1.mm.bing.net/th?q=materials+informatics+CALPHAD+phase+diagram+high-throughput+materials+design+knowledge+graph+retrieval+augmented+generation+workflow+vector+database+%E6%A1%86%E6%9E%B6%E8%A1%A8%E7%A4%BA&w=1400&h=900&c=7&rs=1&p=0,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database 框架表示,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database 框架表示,模拟结果,simulation,框架表示的教学示意图,右侧 40% 宽度,,expanded loose mode; resumed existing file; opened successfully
